pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,sig_type,category,tp_display,sl_display,session,has_lowvol,has_breakeven,has_trailing,max_bars,avg_hold_min,pnl_tokyo,trades_tokyo,pnl_london,trades_london,pnl_newyork,trades_newyork
0.8715,28.71,9.82,0.01,-9.26,1413.6,613,14,4,-0.0151,2.164,wick_reversal_d597b727,USDJPY,M1,wick_reversal,mean_reversion,ATR×3.0,ATR×1.5,newyork,False,False,False,0,23.6,0.0,0,-2.92,223,-6.35,390
0.8579,50.88,9.47,0.01,-8.71,154.7,1700,13,12,-0.0051,0.8282,wick_reversal_c05098dd,USDJPY,M1,wick_reversal,mean_reversion,15p,15p,newyork,True,True,True,15,2.6,0.0,0,-5.81,553,-2.9,1147
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_9c952ac9,USDJPY,M1,atr_break,breakout,ATR×1.5,ATR×1.0,newyork,True,True,True,0,0.0,0.0,0,0.0,0,0.0,0
0.5748,42.64,10.71,0.01,-10.34,70.1,863,11,6,-0.012,0.7732,momentum_aa0386c1,USDJPY,M1,momentum,trend_follow,7p,7p,newyork,True,True,True,0,1.2,0.0,0,-3.66,298,-6.68,565
0.7703,54.2,8.46,0.01,-8.11,106.1,1142,9,10,-0.0071,0.6508,consecutive_reversal_0ab690a9,USDJPY,M1,consecutive_reversal,mean_reversion,7p,15p,london,True,False,True,15,1.8,-1.01,253,-7.1,889,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_43fb8a81,USDJPY,M1,atr_break,breakout,15p,7p,london,False,False,False,15,0.0,0.0,0,0.0,0,0.0,0
0.7399,31.99,2.71,0.0,-2.71,133.1,297,11,4,-0.0091,1.5733,donchian_break_0e000638,USDJPY,M1,donchian_break,breakout,20p,7p,newyork,True,False,True,15,2.2,0.0,0,-0.89,97,-1.82,200
0.5518,32.5,3.11,0.0,-3.07,111.6,200,11,4,-0.0153,1.146,hilo_break_38c8848f,USDJPY,M1,hilo_break,breakout,20p,7p,london,True,True,False,30,1.9,-0.64,41,-2.43,159,0.0,0
0.698,47.7,18.76,0.02,-18.65,71.5,2344,10,10,-0.008,0.7654,wick_reversal_f1ca22ce,USDJPY,M1,wick_reversal,mean_reversion,5p,10p,london,True,True,True,60,1.2,-5.02,515,-13.63,1829,0.0,0
0.8374,46.75,19.35,0.02,-19.15,193.4,2828,9,11,-0.0068,0.9539,wick_reversal_80419ca2,USDJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,True,True,30,3.2,0.0,0,-6.1,958,-13.05,1870
0.7809,54.53,4.02,0.0,-3.71,93.8,618,7,13,-0.006,0.6512,bb_bounce_4b9b1122,USDJPY,M1,bb_bounce,mean_reversion,5p,15p,newyork,False,True,False,30,1.6,0.0,0,-1.07,216,-2.64,402
0.7018,45.18,18.63,0.02,-18.42,69.8,2315,10,8,-0.008,0.8514,consecutive_reversal_661a0359,USDJPY,M1,consecutive_reversal,mean_reversion,7p,7p,london,False,True,True,15,1.2,-3.96,513,-14.45,1802,0.0,0
0.6182,40.74,5.5,0.01,-5.06,175.6,297,10,6,-0.017,0.8992,hilo_break_6e9a7225,USDJPY,M1,hilo_break,breakout,ATR×1.5,ATR×1.0,london,True,True,False,30,2.9,-1.42,67,-3.64,230,0.0,0
0.9323,51.87,2.65,0.0,-1.06,149.4,428,8,10,-0.0025,0.8651,bb_bounce_fcd02c1f,USDJPY,M1,bb_bounce,mean_reversion,15p,15p,london,True,True,True,0,2.5,0.66,90,-1.72,338,0.0,0
0.6966,44.96,18.43,0.02,-17.71,62.2,2373,15,8,-0.0075,0.8526,momentum_68dac049,USDJPY,M1,momentum,trend_follow,5p,5p,newyork,False,True,True,15,1.0,0.0,0,-7.22,805,-10.49,1568
0.6756,45.69,4.91,0.0,-4.91,103.2,418,10,12,-0.0117,0.8029,bb_bounce_571dfa9d,USDJPY,M1,bb_bounce,mean_reversion,10p,10p,london,True,False,True,60,1.7,-1.2,83,-3.71,335,0.0,0
0.703,45.99,49.75,0.05,-49.21,95.6,5182,15,9,-0.0095,0.8257,wick_reversal_bb185ba3,USDJPY,M1,wick_reversal,mean_reversion,10p,10p,newyork,False,False,True,30,1.6,0.0,0,-20.34,1737,-28.87,3445
0.8501,41.32,2.36,0.0,-1.37,96.3,334,9,6,-0.0041,1.2074,bb_bounce_4ca3160b,USDJPY,M1,bb_bounce,mean_reversion,15p,7p,london,True,True,True,30,1.6,-0.33,66,-1.05,268,0.0,0
0.6778,43.19,7.44,0.01,-7.23,62.7,896,12,7,-0.0081,0.8915,bb_bounce_3eb340d4,USDJPY,M1,bb_bounce,mean_reversion,5p,5p,london,False,False,True,30,1.0,-1.75,190,-5.49,706,0.0,0
0.6647,49.2,3.01,0.0,-3.01,255.4,187,6,7,-0.0161,0.6864,donchian_break_960704c6,USDJPY,M1,donchian_break,breakout,ATR×3.0,ATR×1.5,newyork,True,True,True,15,4.3,0.0,0,-1.22,67,-1.79,120
0.624,47.31,13.39,0.01,-12.84,72.2,1190,11,9,-0.0108,0.6949,momentum_e6896ce1,USDJPY,M1,momentum,trend_follow,5p,10p,london,True,False,False,60,1.2,-2.64,267,-10.19,923,0.0,0
0.7243,39.26,9.16,0.01,-8.53,83.1,1113,11,8,-0.0077,1.1204,consecutive_reversal_493665ac,USDJPY,M1,consecutive_reversal,mean_reversion,15p,5p,newyork,False,False,True,30,1.4,0.0,0,-5.25,390,-3.28,723
0.4398,27.54,2.25,0.0,-2.01,261.7,69,7,3,-0.0291,1.1573,atr_break_590f7ba6,USDJPY,M1,atr_break,breakout,ATR×2.0,ATR×1.0,newyork,False,False,True,15,4.4,0.0,0,-0.56,20,-1.45,49
0.7108,36.9,13.97,0.01,-13.78,100.6,1588,14,8,-0.0087,1.2154,rsi_reversal_425f7bc2,USDJPY,M1,rsi_reversal,mean_reversion,20p,7p,london,True,False,True,30,1.7,-2.26,350,-11.52,1238,0.0,0
0.8614,45.89,1.21,0.0,-0.98,71.9,292,5,6,-0.0034,1.0157,bb_bounce_e45679c1,USDJPY,M1,bb_bounce,mean_reversion,7p,7p,london,False,False,False,30,1.2,-0.29,68,-0.69,224,0.0,0
0.743,54.28,3.18,0.0,-3.18,106.9,409,7,10,-0.0078,0.6259,hilo_break_779159bb,USDJPY,M1,hilo_break,breakout,7p,15p,newyork,False,False,True,60,1.8,0.0,0,-0.89,135,-2.29,274
0.7574,40.28,14.98,0.01,-14.67,82.5,2237,14,8,-0.0066,1.1231,wick_reversal_da714124,USDJPY,M1,wick_reversal,mean_reversion,15p,5p,newyork,True,False,True,15,1.4,0.0,0,-6.36,726,-8.31,1511
0.2764,40.54,1.25,0.0,-1.14,94.1,37,4,3,-0.0307,0.4054,hilo_break_32c2545c,USDJPY,M1,hilo_break,breakout,7p,15p,london,True,False,True,0,1.6,-0.12,6,-1.02,31,0.0,0
0.8618,42.76,9.17,0.01,-4.83,655.4,456,11,7,-0.0106,1.1535,momentum_33099cb8,USDJPY,M1,momentum,trend_follow,ATR×3.0,ATR×1.5,london,True,False,False,15,10.9,-1.2,105,-3.63,351,0.0,0
0.7907,49.27,2.36,0.0,-2.25,95.7,341,7,8,-0.0066,0.8142,bb_bounce_3ede69e0,USDJPY,M1,bb_bounce,mean_reversion,10p,10p,london,True,False,True,0,1.6,-0.64,72,-1.6,269,0.0,0
0.8764,47.66,3.29,0.0,-2.38,193.1,470,9,7,-0.0051,0.9624,consecutive_reversal_91a999c3,USDJPY,M1,consecutive_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,True,True,60,3.2,0.0,0,-1.49,159,-0.89,311
0.7426,37.54,10.0,0.01,-9.05,103.7,1132,12,6,-0.008,1.2354,consecutive_reversal_ba736b1e,USDJPY,M1,consecutive_reversal,mean_reversion,20p,7p,london,True,True,True,15,1.7,-1.86,251,-7.19,881,0.0,0
0.7002,42.76,3.79,0.0,-3.59,142.1,304,9,7,-0.0118,0.9372,hilo_break_e0299b84,USDJPY,M1,hilo_break,breakout,ATR×1.5,ATR×1.0,newyork,True,True,True,60,2.4,0.0,0,-1.29,101,-2.29,203
0.6326,43.1,4.96,0.0,-4.96,98.9,406,9,8,-0.0122,0.835,hilo_break_dfc5531a,USDJPY,M1,hilo_break,breakout,10p,10p,newyork,False,True,True,0,1.6,0.0,0,-1.92,134,-3.04,272
0.6036,48.84,0.77,0.0,-0.64,101.9,43,6,4,-0.0149,0.6323,atr_break_2959d125,USDJPY,M1,atr_break,breakout,7p,15p,newyork,True,True,False,15,1.7,0.0,0,0.13,10,-0.77,33
0.6983,47.3,5.0,0.0,-4.74,155.5,389,7,8,-0.0122,0.778,hilo_break_a4617a2b,USDJPY,M1,hilo_break,breakout,15p,15p,london,False,False,True,60,2.6,-1.32,82,-3.42,307,0.0,0
0.6218,38.39,2.44,0.0,-2.37,81.6,211,10,6,-0.0112,0.998,hilo_break_4af8bf97,USDJPY,M1,hilo_break,breakout,15p,5p,newyork,True,False,True,15,1.4,0.0,0,-1.02,68,-1.35,143
0.8747,47.59,3.22,0.0,-2.15,158.7,477,7,7,-0.0045,0.9633,consecutive_reversal_18096f07,USDJPY,M1,consecutive_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,True,True,30,2.6,0.0,0,-1.26,163,-0.89,314
0.6929,50.87,2.04,0.0,-1.56,92.9,173,6,5,-0.009,0.6693,wick_reversal_c08bba01,USDJPY,M1,wick_reversal,mean_reversion,5p,15p,newyork,True,False,True,30,1.5,0.0,0,-0.59,43,-0.97,130
0.3109,32.35,1.52,0.0,-1.52,72.4,68,8,3,-0.0223,0.6501,hilo_break_3d10681a,USDJPY,M1,hilo_break,breakout,7p,7p,london,False,False,True,15,1.2,-0.15,12,-1.37,56,0.0,0
0.8313,52.3,21.02,0.02,-20.39,192.2,2826,10,12,-0.0072,0.7582,wick_reversal_c58d94ee,USDJPY,M1,wick_reversal,mean_reversion,15p,15p,newyork,False,True,False,60,3.2,0.0,0,-10.74,948,-9.64,1878
0.6811,40.63,14.41,0.01,-13.61,185.5,987,8,7,-0.0138,0.9953,consecutive_reversal_48d67504,USDJPY,M1,consecutive_reversal,mean_reversion,ATR×2.0,ATR×1.0,london,True,True,True,0,3.1,-2.58,221,-11.02,766,0.0,0
0.666,46.67,3.76,0.0,-3.76,72.1,420,9,7,-0.0089,0.7612,hilo_break_f620656b,USDJPY,M1,hilo_break,breakout,5p,10p,newyork,False,True,True,60,1.2,0.0,0,-1.13,137,-2.63,283
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_64452f4f,USDJPY,M1,atr_break,breakout,ATR×3.0,ATR×1.5,newyork,True,True,True,30,0.0,0.0,0,0.0,0,0.0,0
0.8515,51.0,8.23,0.01,-5.69,287.4,847,9,10,-0.0067,0.818,consecutive_reversal_a75cf808,USDJPY,M1,consecutive_reversal,mean_reversion,ATR×3.0,ATR×1.5,london,True,True,True,15,4.8,0.11,189,-5.8,658,0.0,0
0.8158,45.81,13.23,0.01,-12.59,182.8,1657,11,9,-0.0076,0.9652,wick_reversal_70769265,USDJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,True,True,False,30,3.0,0.0,0,-5.81,551,-6.78,1106
0.736,46.72,10.19,0.01,-9.22,259.4,625,11,7,-0.0148,0.8393,momentum_1a0609d1,USDJPY,M1,momentum,trend_follow,15p,15p,newyork,True,False,False,0,4.3,0.0,0,-5.51,205,-3.71,420
0.9089,50.33,0.88,0.0,-0.64,72.9,302,6,7,-0.0021,0.897,bb_bounce_a8ece785,USDJPY,M1,bb_bounce,mean_reversion,5p,10p,newyork,True,True,True,30,1.2,0.0,0,-0.44,113,-0.2,189
0.6652,36.88,28.71,0.03,-28.41,99.2,2752,14,6,-0.0103,1.1384,wick_reversal_0c15daf7,USDJPY,M1,wick_reversal,mean_reversion,20p,7p,london,True,True,True,0,1.7,-6.89,609,-21.52,2143,0.0,0
0.7772,46.46,5.03,0.01,-4.35,104.8,607,10,8,-0.0072,0.8957,momentum_f0f99cbe,USDJPY,M1,momentum,trend_follow,10p,10p,london,True,False,False,15,1.7,-0.61,134,-3.74,473,0.0,0
0.5412,41.67,1.24,0.0,-0.8,171.7,36,6,6,-0.0223,0.7577,hilo_break_3b2abaf2,USDJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.0,london,True,False,True,0,2.9,-0.58,9,-0.22,27,0.0,0
0.9224,35.9,0.35,0.0,-0.07,96.9,39,6,3,-0.0019,1.6471,atr_break_faae8c67,USDJPY,M1,atr_break,breakout,15p,5p,newyork,True,False,False,15,1.6,0.0,0,0.13,10,-0.21,29
0.6935,48.44,26.33,0.03,-25.83,71.8,3196,11,9,-0.0081,0.7383,wick_reversal_40803f82,USDJPY,M1,wick_reversal,mean_reversion,5p,10p,london,True,True,True,30,1.2,-6.81,726,-19.02,2470,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_1551e1c1,USDJPY,M1,atr_break,breakout,7p,7p,london,True,False,True,0,0.0,0.0,0,0.0,0,0.0,0
0.7656,48.07,30.9,0.03,-30.59,103.9,4090,11,11,-0.0075,0.8271,wick_reversal_9199524c,USDJPY,M1,wick_reversal,mean_reversion,10p,10p,london,False,False,False,30,1.7,-7.3,910,-23.28,3180,0.0,0
0.7946,54.62,8.96,0.01,-8.65,107.6,1430,11,10,-0.006,0.6603,rsi_reversal_4239d440,USDJPY,M1,rsi_reversal,mean_reversion,7p,15p,london,True,False,True,15,1.8,-0.12,312,-8.53,1118,0.0,0
0.8278,42.44,1.61,0.0,-0.85,99.4,172,6,4,-0.0049,1.1226,wick_reversal_c1b053b3,USDJPY,M1,wick_reversal,mean_reversion,20p,7p,newyork,False,False,True,0,1.7,0.0,0,-0.38,43,-0.46,129
1.1483,34.8,3.37,0.0,2.99,1403.8,204,20,6,0.0146,2.1511,bb_bounce_2eb3ef1b,USDJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,newyork,True,False,False,0,23.4,0.0,0,-0.53,73,3.52,131
0.7299,51.32,11.88,0.01,-11.31,92.4,1514,11,9,-0.0075,0.6924,rsi_reversal_5d9e7bd9,USDJPY,M1,rsi_reversal,mean_reversion,5p,15p,newyork,True,True,True,30,1.5,0.0,0,-2.53,493,-8.78,1021
0.7361,53.96,18.23,0.02,-17.73,109.5,2122,9,12,-0.0084,0.6281,consecutive_reversal_13b7e8d7,USDJPY,M1,consecutive_reversal,mean_reversion,7p,15p,newyork,False,True,False,60,1.8,0.0,0,-6.68,734,-11.06,1388
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_42c23a3d,USDJPY,M1,atr_break,breakout,20p,7p,newyork,True,True,False,15,0.0,0.0,0,0.0,0,0.0,0
0.8457,43.1,1.3,0.0,-0.73,83.1,174,6,3,-0.0042,1.1163,wick_reversal_c75da594,USDJPY,M1,wick_reversal,mean_reversion,15p,5p,newyork,True,True,True,15,1.4,0.0,0,-0.34,43,-0.39,131
0.6588,32.85,7.78,0.01,-7.55,115.0,618,15,5,-0.0122,1.3469,momentum_1cc1aabf,USDJPY,M1,momentum,trend_follow,15p,7p,newyork,True,False,False,60,1.9,0.0,0,-2.53,201,-5.02,417
0.7495,47.42,3.02,0.0,-2.73,258.9,194,5,7,-0.0141,0.831,hilo_break_a4ea691a,USDJPY,M1,hilo_break,breakout,15p,15p,newyork,True,False,False,15,4.3,0.0,0,-0.61,70,-2.12,124
0.8439,53.48,5.06,0.01,-4.91,230.2,733,8,10,-0.0067,0.7341,bb_bounce_6ef724f6,USDJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,london,False,False,True,0,3.8,0.37,161,-5.29,572,0.0,0
0.7486,45.35,16.48,0.02,-16.38,154.8,1722,11,8,-0.0095,0.9019,wick_reversal_7a5165a6,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,london,True,True,True,30,2.6,-3.97,383,-12.41,1339,0.0,0
0.712,48.22,23.58,0.02,-23.43,73.1,3152,8,11,-0.0074,0.7644,rsi_reversal_1f936f8e,USDJPY,M1,rsi_reversal,mean_reversion,5p,10p,london,False,True,True,15,1.2,-4.85,682,-18.58,2470,0.0,0
0.6588,43.41,2.37,0.0,-2.37,97.5,205,6,5,-0.0115,0.8587,hilo_break_58288ec7,USDJPY,M1,hilo_break,breakout,10p,10p,newyork,True,False,True,15,1.6,0.0,0,-1.17,73,-1.19,132
0.8391,50.0,11.78,0.01,-10.46,293.4,1396,10,8,-0.0075,0.8391,wick_reversal_b5947e51,USDJPY,M1,wick_reversal,mean_reversion,ATR×3.0,ATR×1.5,london,True,True,True,0,4.9,-1.55,307,-8.92,1089,0.0,0
0.6669,46.04,9.45,0.01,-8.43,174.6,543,13,6,-0.0155,0.7816,momentum_080da5d4,USDJPY,M1,momentum,trend_follow,15p,15p,newyork,True,True,True,0,2.9,0.0,0,-2.51,178,-5.92,365
0.8762,45.67,1.47,0.0,-0.69,195.1,127,6,10,-0.0054,1.0423,bb_bounce_b7ba7981,USDJPY,M1,bb_bounce,mean_reversion,15p,15p,london,True,False,True,0,3.3,-0.03,24,-0.66,103,0.0,0
0.7044,47.05,21.02,0.02,-20.7,94.4,2219,13,11,-0.0093,0.7928,wick_reversal_7696245c,USDJPY,M1,wick_reversal,mean_reversion,10p,10p,newyork,True,True,True,0,1.6,0.0,0,-6.45,726,-14.24,1493
0.7774,39.96,3.97,0.0,-3.47,95.1,548,11,5,-0.0063,1.1679,consecutive_reversal_f9b29261,USDJPY,M1,consecutive_reversal,mean_reversion,15p,7p,newyork,True,False,True,60,1.6,0.0,0,-3.09,202,-0.38,346
0.6575,44.06,4.54,0.0,-4.47,161.2,320,6,6,-0.014,0.8347,donchian_break_b36dcb59,USDJPY,M1,donchian_break,breakout,ATR×2.0,ATR×1.0,newyork,False,True,True,0,2.7,0.0,0,-2.34,110,-2.13,210
0.7145,52.44,20.58,0.02,-20.28,92.2,2536,9,12,-0.008,0.6479,wick_reversal_2d81a368,USDJPY,M1,wick_reversal,mean_reversion,5p,15p,london,True,True,False,60,1.5,-5.84,573,-14.44,1963,0.0,0
0.6339,43.55,1.29,0.0,-0.96,150.0,62,4,4,-0.0155,0.8218,hilo_break_43413158,USDJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.0,newyork,False,True,True,15,2.5,0.0,0,-0.62,20,-0.34,42
0.7483,55.95,5.19,0.01,-4.87,108.3,613,6,11,-0.0079,0.589,bb_bounce_8c591d63,USDJPY,M1,bb_bounce,mean_reversion,7p,15p,newyork,False,True,True,30,1.8,0.0,0,-1.1,214,-3.78,399
0.8209,44.6,1.15,0.0,-0.75,95.4,139,10,6,-0.0054,1.0195,bb_bounce_3c5dc32c,USDJPY,M1,bb_bounce,mean_reversion,15p,7p,newyork,True,True,True,30,1.6,0.0,0,-0.04,42,-0.71,97
0.9694,50.59,1.41,0.0,-0.17,130.6,170,6,6,-0.001,0.9469,wick_reversal_b5e89062,USDJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,False,True,30,2.2,0.0,0,-0.74,42,0.57,128
0.7884,45.65,17.38,0.02,-16.72,151.2,2186,13,10,-0.0076,0.9385,wick_reversal_2cd6a83c,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,True,True,30,2.5,0.0,0,-8.8,735,-7.92,1451
0.6578,28.8,4.38,0.0,-3.39,239.4,191,12,3,-0.0177,1.6266,hilo_break_ec2d03af,USDJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.0,london,True,False,True,15,4.0,-0.87,46,-2.52,145,0.0,0
0.8021,52.81,21.85,0.02,-21.4,221.3,2596,9,12,-0.0082,0.7167,wick_reversal_41f75efa,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.5,london,False,True,True,60,3.7,-4.17,577,-17.23,2019,0.0,0
0.6456,47.08,8.67,0.01,-8.65,72.6,856,8,8,-0.0101,0.7257,momentum_94181074,USDJPY,M1,momentum,trend_follow,5p,10p,london,True,True,False,15,1.2,-0.92,167,-7.73,689,0.0,0
0.696,46.34,2.4,0.0,-2.08,157.3,164,8,4,-0.0127,0.8059,donchian_break_e2a805a5,USDJPY,M1,donchian_break,breakout,15p,15p,london,True,True,True,60,2.6,0.14,32,-2.22,132,0.0,0
0.8372,47.85,13.5,0.01,-11.68,198.7,1724,10,10,-0.0068,0.9123,momentum_584fbc6e,USDJPY,M1,momentum,trend_follow,ATR×1.5,ATR×1.0,newyork,False,True,False,30,3.3,0.0,0,-8.95,574,-2.73,1150
0.8055,47.66,2.38,0.0,-1.26,299.5,128,11,4,-0.0098,0.8847,bb_bounce_2a7f6d78,USDJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,newyork,True,True,True,15,5.0,0.0,0,0.01,46,-1.27,82
0.8834,55.15,0.91,0.0,-0.37,75.9,136,5,8,-0.0027,0.7185,bb_bounce_8ff82c53,USDJPY,M1,bb_bounce,mean_reversion,5p,10p,london,True,True,True,60,1.3,0.37,32,-0.74,104,0.0,0
0.6807,43.63,4.76,0.0,-4.66,63.3,589,8,7,-0.0079,0.8794,consecutive_reversal_ecd58196,USDJPY,M1,consecutive_reversal,mean_reversion,5p,5p,newyork,True,False,True,15,1.1,0.0,0,-3.0,215,-1.65,374
0.7916,49.92,6.68,0.01,-6.27,72.8,1204,11,10,-0.0052,0.7942,bb_bounce_06c231c6,USDJPY,M1,bb_bounce,mean_reversion,5p,10p,london,True,False,True,0,1.2,-0.98,271,-5.29,933,0.0,0
0.6225,35.65,4.27,0.0,-4.15,106.4,331,9,7,-0.0125,1.1236,donchian_break_34334dbe,USDJPY,M1,donchian_break,breakout,20p,7p,newyork,False,True,True,0,1.8,0.0,0,-1.73,111,-2.42,220
0.6688,37.17,7.02,0.01,-6.79,92.6,686,15,5,-0.0099,1.1305,momentum_4a99e508,USDJPY,M1,momentum,trend_follow,15p,5p,newyork,True,False,True,15,1.5,0.0,0,-2.59,220,-4.2,466
0.8595,45.89,1.23,0.0,-0.99,71.7,292,5,6,-0.0034,1.0134,bb_bounce_1974e076,USDJPY,M1,bb_bounce,mean_reversion,7p,7p,london,False,True,True,30,1.2,-0.29,68,-0.71,224,0.0,0
0.7257,43.32,12.54,0.01,-11.02,214.9,891,9,6,-0.0124,0.9495,consecutive_reversal_3af20c22,USDJPY,M1,consecutive_reversal,mean_reversion,ATR×2.0,ATR×1.0,london,False,True,True,0,3.6,-1.89,193,-9.13,698,0.0,0
0.825,43.92,14.84,0.01,-13.5,195.3,1874,17,8,-0.0072,1.0535,wick_reversal_a58bc0b9,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,True,True,60,3.3,0.0,0,-7.68,637,-5.82,1237
0.7354,38.78,7.78,0.01,-7.11,85.3,985,14,8,-0.0072,1.1609,bb_bounce_b202baf8,USDJPY,M1,bb_bounce,mean_reversion,15p,5p,newyork,False,True,False,60,1.4,0.0,0,-0.76,309,-6.34,676
0.6211,42.5,0.57,0.0,-0.47,85.5,40,6,4,-0.0118,0.8403,atr_break_d330e2ff,USDJPY,M1,atr_break,breakout,5p,15p,newyork,True,True,True,0,1.4,0.0,0,0.09,10,-0.56,30
0.6424,43.76,7.02,0.01,-6.85,104.0,537,9,5,-0.0128,0.8256,consecutive_reversal_f4c233b7,USDJPY,M1,consecutive_reversal,mean_reversion,10p,10p,london,True,True,False,15,1.7,-0.75,106,-6.1,431,0.0,0
0.8609,52.21,11.37,0.01,-8.97,269.3,1448,9,8,-0.0062,0.788,wick_reversal_0713bdaa,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.5,newyork,True,True,True,15,4.5,0.0,0,-5.51,485,-3.47,963
0.7324,31.82,3.75,0.0,-3.7,208.5,286,13,6,-0.0129,1.5694,hilo_break_3c86c8fa,USDJPY,M1,hilo_break,breakout,ATR×1.5,ATR×1.0,newyork,True,False,True,15,3.5,0.0,0,-2.02,91,-1.68,195
0.6842,50.23,24.02,0.02,-23.72,93.1,2630,9,9,-0.009,0.6779,rsi_reversal_746df3fc,USDJPY,M1,rsi_reversal,mean_reversion,5p,15p,newyork,False,True,True,15,1.6,0.0,0,-6.72,873,-16.99,1757
0.6323,42.79,5.12,0.01,-5.12,103.1,402,9,7,-0.0127,0.8456,hilo_break_d653b8c1,USDJPY,M1,hilo_break,breakout,10p,10p,newyork,False,False,True,0,1.7,0.0,0,-2.24,132,-2.88,270
0.6929,50.87,2.04,0.0,-1.56,92.9,173,6,5,-0.009,0.6693,wick_reversal_b7923c49,USDJPY,M1,wick_reversal,mean_reversion,5p,15p,newyork,False,True,True,0,1.5,0.0,0,-0.59,43,-0.97,130
0.7061,41.49,14.04,0.01,-12.81,172.4,1010,11,7,-0.0127,0.9959,consecutive_reversal_b8ef17a8,USDJPY,M1,consecutive_reversal,mean_reversion,ATR×1.5,ATR×1.0,london,True,True,True,15,2.9,-1.85,214,-10.96,796,0.0,0
0.7311,52.7,21.21,0.02,-20.71,93.5,2795,9,11,-0.0074,0.6562,rsi_reversal_33ac96de,USDJPY,M1,rsi_reversal,mean_reversion,5p,15p,london,False,True,False,0,1.6,-3.63,607,-17.08,2188,0.0,0
0.7606,38.77,9.4,0.01,-8.18,93.4,1233,18,7,-0.0066,1.2014,bb_bounce_9747ecab,USDJPY,M1,bb_bounce,mean_reversion,15p,5p,newyork,True,False,True,15,1.6,0.0,0,0.23,410,-8.41,823
0.7486,48.08,2.43,0.0,-1.97,72.1,312,11,9,-0.0063,0.8085,bb_bounce_e73404cb,USDJPY,M1,bb_bounce,mean_reversion,5p,10p,newyork,False,True,False,60,1.2,0.0,0,-0.04,92,-1.93,220
0.5719,40.74,4.06,0.0,-4.06,68.5,324,10,6,-0.0125,0.8319,hilo_break_1e9f18da,USDJPY,M1,hilo_break,breakout,7p,7p,newyork,True,True,True,15,1.1,0.0,0,-1.26,100,-2.8,224
0.6798,46.69,12.71,0.01,-12.42,158.1,951,9,10,-0.0131,0.7763,consecutive_reversal_3d38ed56,USDJPY,M1,consecutive_reversal,mean_reversion,15p,15p,london,False,True,True,30,2.6,-2.58,204,-9.84,747,0.0,0
0.7125,47.21,11.64,0.01,-11.42,103.5,1199,10,9,-0.0095,0.7968,momentum_8846a2d3,USDJPY,M1,momentum,trend_follow,10p,10p,newyork,False,True,True,15,1.7,0.0,0,-3.01,401,-8.41,798
0.8128,53.9,6.09,0.01,-5.95,90.9,1178,7,12,-0.0051,0.6951,consecutive_reversal_d830a841,USDJPY,M1,consecutive_reversal,mean_reversion,5p,15p,newyork,True,False,True,60,1.5,0.0,0,-3.57,415,-2.38,763
0.7369,44.67,2.22,0.0,-1.96,70.6,300,9,6,-0.0065,0.9128,consecutive_reversal_21068f75,USDJPY,M1,consecutive_reversal,mean_reversion,7p,7p,newyork,True,False,False,0,1.2,0.0,0,-1.09,102,-0.87,198
0.7549,24.97,11.55,0.01,-11.46,407.8,721,27,4,-0.0159,2.2688,momentum_c23ad419,USDJPY,M1,momentum,trend_follow,ATR×2.0,ATR×1.0,newyork,True,False,False,60,6.8,0.0,0,-6.25,250,-5.2,471
0.7031,39.53,0.34,0.0,-0.33,101.9,43,7,5,-0.0076,1.0753,atr_break_f2936448,USDJPY,M1,atr_break,breakout,20p,7p,newyork,True,True,True,30,1.7,0.0,0,0.23,10,-0.55,33
