pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,name,sym,tf,sig_type,cat,tp_d,sl_d,sess,lv,be,trail,trail_type,mb,hold_m,pnl_tokyo,tr_tokyo,pnl_london,tr_london,pnl_newyork,tr_newyork
0.8465,40.58,23.4,0.02,-20.81,182.6,2942,13,12,-0.0071,1.2393,wick_reversal_b5d3b8b6,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×0.7,newyork,False,True,True,atr_mult,30,3.0,0.0,0,0.01,970,-20.82,1972
0.8757,28.57,7.08,0.01,-3.21,479.0,315,11,6,-0.0102,2.1891,donchian_break_4c97a8af,GBPJPY,M1,donchian_break,breakout,A×2.5,A×1.0,newyork,False,False,True,atr_mult,0,8.0,0.0,0,1.62,113,-4.83,202
0.8355,50.28,3.37,0.0,-2.02,215.2,179,7,6,-0.0113,0.8262,donchian_break_ab4fb8de,GBPJPY,M1,donchian_break,breakout,A×3.0,A×1.5,london,True,False,True,fixed,60,3.6,-1.44,44,-0.58,135,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_2387d554,GBPJPY,M1,atr_break,breakout,15p,5p,newyork,True,False,True,fixed,120,0.0,0.0,0,0.0,0,0.0,0
0.7544,19.27,5.86,0.01,-4.53,518.4,275,20,4,-0.0165,3.16,donchian_break_1f76c154,USDJPY,M1,donchian_break,breakout,A×3.0,A×1.0,newyork,True,False,False,,30,8.6,0.0,0,-2.06,87,-2.46,188
0.9697,21.95,0.83,0.0,-0.04,207.8,41,13,3,-0.001,3.4477,atr_break_905cadfc,USDJPY,M1,atr_break,breakout,A×3.0,A×0.7,newyork,True,False,True,atr_mult,60,3.5,0.0,0,-0.29,13,0.25,28
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_1f0b433c,USDJPY,M1,atr_break,breakout,A×4.0,A×1.0,newyork,True,False,True,fixed,30,0.0,0.0,0,0.0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_e4a26b09,USDJPY,M1,atr_break,breakout,A×2.0,A×0.7,london,True,True,True,atr_mult,60,0.0,0.0,0,0.0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,wick_reversal_7e7e86b5,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×0.7,london,False,True,True,fixed,60,0.0,0.0,0,0.0,0,0.0,0
0.8073,44.9,3.68,0.0,-3.22,173.3,412,9,7,-0.0078,0.9906,bb_bounce_2ced6a63,USDJPY,M1,bb_bounce,mean_reversion,A×3.0,A×1.0,newyork,True,False,True,fixed,120,2.9,0.0,0,-1.15,131,-2.08,281
0.6653,40.8,4.0,0.0,-4.0,152.9,299,7,6,-0.0134,0.9652,donchian_break_f7bef23e,USDJPY,M1,donchian_break,breakout,A×2.5,A×1.0,newyork,True,True,True,fixed,30,2.5,0.0,0,-1.93,97,-2.07,202
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_45ac71be,USDJPY,M1,atr_break,breakout,15p,7p,london,False,True,False,,0,0.0,0.0,0,0.0,0,0.0,0
0.8522,55.31,8.97,0.01,-8.54,348.4,1206,7,9,-0.0071,0.6887,wick_reversal_988816e8,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.5,london,True,True,False,,30,5.8,-3.03,265,-5.5,941,0.0,0
0.8132,42.73,21.2,0.02,-20.76,255.3,2394,15,8,-0.0087,1.0898,wick_reversal_fdb266ee,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.0,newyork,False,True,True,atr_mult,0,4.3,0.0,0,-9.49,813,-11.26,1581
0.9524,52.27,0.5,0.0,-0.08,169.1,44,4,5,-0.0019,0.8696,atr_break_e0d8ef3f,USDJPY,M1,atr_break,breakout,15p,15p,london,True,True,True,atr_mult,30,2.8,-0.17,6,0.08,38,0.0,0
0.6982,31.91,1.55,0.0,-0.7,211.9,47,6,3,-0.015,1.4894,hilo_break_d0d5f10a,USDJPY,M1,hilo_break,breakout,A×2.0,A×1.0,newyork,True,True,True,atr_mult,0,3.5,0.0,0,0.53,15,-1.23,32
0.7305,36.01,39.41,0.04,-39.13,160.4,3621,23,8,-0.0108,1.2979,wick_reversal_c8ddf2ae,USDJPY,M1,wick_reversal,mean_reversion,20p,10p,london,False,True,True,atr_mult,60,2.7,-5.61,789,-33.52,2832,0.0,0
0.6642,36.42,4.2,0.0,-3.99,134.4,324,7,6,-0.0123,1.1595,donchian_break_91b86314,USDJPY,M1,donchian_break,breakout,20p,10p,newyork,False,True,True,atr_mult,0,2.2,0.0,0,-2.08,110,-1.91,214
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_0d2d9bc3,USDJPY,M1,atr_break,breakout,A×5.0,A×1.5,london,False,True,True,atr_mult,120,0.0,0.0,0,0.0,0,0.0,0
0.8191,44.53,19.67,0.02,-19.23,286.4,2223,10,10,-0.0087,1.0201,wick_reversal_4b482a60,USDJPY,M1,wick_reversal,mean_reversion,A×2.5,A×1.0,london,False,True,True,atr_mult,30,4.8,-0.36,493,-18.87,1730,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_a457b0d8,USDJPY,M1,atr_break,breakout,15p,15p,newyork,False,True,False,,120,0.0,0.0,0,0.0,0,0.0,0
0.7507,45.45,4.36,0.0,-4.36,164.8,451,6,11,-0.0097,0.9009,hilo_break_a4cde957,USDJPY,M1,hilo_break,breakout,A×2.5,A×1.0,newyork,False,True,True,fixed,120,2.7,0.0,0,-2.46,145,-1.89,306
0.7577,52.8,4.95,0.0,-4.55,224.6,447,6,8,-0.0102,0.6775,donchian_break_5de2df8e,USDJPY,M1,donchian_break,breakout,A×5.0,A×1.5,london,True,True,True,fixed,0,3.7,-0.91,97,-3.64,350,0.0,0
0.8148,43.28,13.26,0.01,-12.85,227.3,1622,12,7,-0.0079,1.0678,wick_reversal_fc91c31b,USDJPY,M1,wick_reversal,mean_reversion,A×2.5,A×1.0,london,True,True,False,,0,3.8,-1.6,353,-11.25,1269,0.0,0
0.7633,37.32,18.32,0.02,-17.77,145.9,2184,14,7,-0.0081,1.2822,wick_reversal_35b0d0e7,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×0.7,london,True,True,True,atr_mult,60,2.4,-3.72,482,-14.05,1702,0.0,0
0.5984,46.34,0.94,0.0,-0.74,251.7,41,4,3,-0.0181,0.6929,atr_break_90b5a7a0,USDJPY,M1,atr_break,breakout,A×5.0,A×1.5,newyork,True,True,True,atr_mult,30,4.2,0.0,0,-0.12,15,-0.62,26
1.1827,57.14,0.5,0.0,0.26,425.1,35,3,4,0.0074,0.887,atr_break_ee748c8d,USDJPY,M1,atr_break,breakout,A×5.0,A×1.5,london,True,True,True,atr_mult,30,7.1,-0.04,4,0.3,31,0.0,0
0.7858,43.04,2.93,0.0,-1.55,262.8,158,11,7,-0.0098,1.04,donchian_break_5dd8379a,USDJPY,M1,donchian_break,breakout,A×2.5,A×1.0,london,True,True,False,,120,4.4,-0.57,31,-0.98,127,0.0,0
0.4616,19.57,1.29,0.0,-1.25,213.9,46,11,2,-0.0272,1.8978,hilo_break_283d15b7,USDJPY,M1,hilo_break,breakout,A×3.0,A×0.7,newyork,True,False,True,atr_mult,60,3.6,0.0,0,-0.46,16,-0.79,30
1.2461,54.05,0.5,0.0,0.28,282.2,37,3,5,0.0076,1.0592,atr_break_8c0c432b,USDJPY,M1,atr_break,breakout,A×2.5,A×1.0,london,True,True,True,atr_mult,30,4.7,0.12,7,0.16,30,0.0,0
0.7872,45.23,8.82,0.01,-7.87,157.7,1017,11,8,-0.0077,0.9531,bb_bounce_8706ac27,USDJPY,M1,bb_bounce,mean_reversion,A×2.5,A×1.0,newyork,True,True,True,fixed,60,2.6,0.0,0,-1.48,340,-6.39,677
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_f03a42fd,USDJPY,M1,atr_break,breakout,A×5.0,A×1.5,london,True,False,True,atr_mult,60,0.0,0.0,0,0.0,0,0.0,0
0.8545,43.73,6.46,0.01,-5.63,159.2,1052,10,10,-0.0054,1.0997,bb_bounce_744fb75b,USDJPY,M1,bb_bounce,mean_reversion,A×2.0,A×1.0,london,True,True,True,fixed,120,2.7,0.65,243,-6.28,809,0.0,0
0.6496,50.63,1.47,0.0,-1.18,238.5,79,5,6,-0.0149,0.6333,atr_break_a4418e54,USDJPY,M1,atr_break,breakout,A×3.0,A×1.5,newyork,False,False,True,fixed,0,4.0,0.0,0,-0.2,25,-0.98,54
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_070979f2,USDJPY,M1,atr_break,breakout,15p,5p,newyork,True,True,True,fixed,0,0.0,0.0,0,0.0,0,0.0,0
0.6818,36.36,5.69,0.01,-5.28,121.1,451,9,8,-0.0117,1.1931,donchian_break_f26bde36,USDJPY,M1,donchian_break,breakout,A×2.0,A×0.7,london,True,True,True,fixed,30,2.0,-0.98,93,-4.3,358,0.0,0
0.8461,41.67,1.94,0.0,-1.4,102.5,312,13,7,-0.0045,1.1845,bb_bounce_52e7c60b,USDJPY,M1,bb_bounce,mean_reversion,20p,7p,newyork,False,False,True,fixed,60,1.7,0.0,0,0.11,91,-1.5,221
0.749,40.93,18.71,0.02,-18.4,186.6,1803,12,8,-0.0102,1.0809,wick_reversal_727dd416,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.0,london,True,True,True,atr_mult,60,3.1,-2.4,391,-16.0,1412,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_546ce838,USDJPY,M1,atr_break,breakout,A×3.0,A×1.5,newyork,True,True,False,,60,0.0,0.0,0,0.0,0,0.0,0
0.804,44.92,13.57,0.01,-13.31,156.6,1841,14,7,-0.0072,0.9858,wick_reversal_775d08aa,USDJPY,M1,wick_reversal,mean_reversion,A×2.0,A×1.0,newyork,True,True,True,fixed,30,2.6,0.0,0,-5.88,612,-7.43,1229
0.7692,47.21,3.89,0.0,-3.75,161.1,394,11,7,-0.0095,0.8602,bb_bounce_7c1beb64,USDJPY,M1,bb_bounce,mean_reversion,15p,15p,london,True,False,True,fixed,60,2.7,0.0,84,-3.76,310,0.0,0
0.5836,35.95,3.22,0.0,-3.14,85.5,242,12,4,-0.013,1.0397,donchian_break_45fbc806,USDJPY,M1,donchian_break,breakout,15p,5p,london,True,True,False,,120,1.4,-1.13,58,-2.02,184,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_1c22c0f0,USDJPY,M1,atr_break,breakout,A×3.0,A×0.7,london,True,True,True,atr_mult,30,0.0,0.0,0,0.0,0,0.0,0
0.8801,34.98,4.46,0.0,-2.48,318.0,406,9,6,-0.0061,1.6362,donchian_break_5fe67a01,USDJPY,M1,donchian_break,breakout,A×2.5,A×1.0,london,False,False,True,atr_mult,60,5.3,-1.12,89,-1.36,317,0.0,0
1.2769,57.97,0.67,0.0,0.68,246.1,69,4,5,0.0099,0.9257,atr_break_7c39323f,USDJPY,M1,atr_break,breakout,A×3.0,A×1.5,london,False,True,True,fixed,60,4.1,-0.18,14,0.86,55,0.0,0
0.6298,43.18,6.85,0.01,-6.3,302.3,359,7,9,-0.0176,0.8289,donchian_break_839c9413,USDJPY,M1,donchian_break,breakout,A×4.0,A×1.0,newyork,False,True,True,atr_mult,60,5.0,0.0,0,-2.48,119,-3.82,240
0.8777,38.63,13.43,0.01,-10.81,429.0,1618,20,8,-0.0067,1.3946,wick_reversal_9422926b,USDJPY,M1,wick_reversal,mean_reversion,A×4.0,A×1.5,newyork,False,False,True,atr_mult,120,7.2,0.0,0,-5.97,548,-4.84,1070
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_53dcb7d3,USDJPY,M1,atr_break,breakout,A×3.0,A×1.5,newyork,True,True,True,fixed,0,0.0,0.0,0,0.0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_89f31e97,USDJPY,M1,atr_break,breakout,15p,15p,london,True,False,True,atr_mult,30,0.0,0.0,0,0.0,0,0.0,0
0.8514,38.28,10.24,0.01,-8.56,186.6,1625,14,8,-0.0053,1.373,wick_reversal_f7d7bce9,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×0.7,newyork,True,True,True,atr_mult,0,3.1,0.0,0,-3.81,546,-4.74,1079
0.8425,43.63,3.63,0.0,-2.83,190.8,424,9,5,-0.0067,1.0884,bb_bounce_98b86673,USDJPY,M1,bb_bounce,mean_reversion,A×2.5,A×1.0,newyork,True,True,True,atr_mult,60,3.2,0.0,0,-0.35,145,-2.48,279
1.0693,58.33,0.29,0.0,0.11,188.8,48,2,4,0.0024,0.7638,atr_break_09939ab2,USDJPY,M1,atr_break,breakout,15p,15p,newyork,True,True,True,atr_mult,120,3.1,0.0,0,0.16,12,-0.05,36
0.8812,40.91,1.78,0.0,-0.97,104.3,286,8,4,-0.0034,1.2728,bb_bounce_e143396c,USDJPY,M1,bb_bounce,mean_reversion,15p,7p,london,False,True,True,atr_mult,120,1.7,-0.67,67,-0.3,219,0.0,0
0.5559,32.91,3.66,0.0,-3.63,112.9,237,15,4,-0.0153,1.1331,hilo_break_9b390a3d,USDJPY,M1,hilo_break,breakout,20p,7p,london,True,True,True,atr_mult,120,1.9,-0.79,49,-2.83,188,0.0,0
0.8092,31.79,7.19,0.01,-6.28,681.4,431,13,6,-0.0146,1.7365,hilo_break_d6207e3b,USDJPY,M1,hilo_break,breakout,A×3.0,A×1.5,newyork,False,False,True,atr_mult,60,11.4,0.0,0,-1.88,139,-4.4,292
0.8627,51.93,4.83,0.0,-4.15,157.8,828,9,7,-0.005,0.7985,bb_bounce_6f98dcd7,USDJPY,M1,bb_bounce,mean_reversion,15p,15p,london,False,True,True,fixed,120,2.6,0.35,186,-4.5,642,0.0,0
0.6924,34.45,10.47,0.01,-9.99,155.9,836,12,6,-0.0119,1.3175,donchian_break_89dac2c3,USDJPY,M1,donchian_break,breakout,20p,10p,london,False,False,True,atr_mult,60,2.6,-0.97,172,-9.01,664,0.0,0
0.7291,52.0,2.71,0.0,-2.71,227.2,225,6,8,-0.0121,0.673,hilo_break_8e47c28a,USDJPY,M1,hilo_break,breakout,A×5.0,A×1.5,newyork,True,True,True,fixed,0,3.8,0.0,0,-1.32,75,-1.4,150
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,wick_reversal_a29cac32,USDJPY,M1,wick_reversal,mean_reversion,15p,5p,newyork,False,False,True,atr_mult,60,0.0,0.0,0,0.0,0,0.0,0
0.859,41.1,3.06,0.0,-1.53,151.2,292,12,5,-0.0052,1.2312,bb_bounce_d59ec7a2,USDJPY,M1,bb_bounce,mean_reversion,20p,10p,newyork,False,True,False,,30,2.5,0.0,0,0.11,86,-1.64,206
0.6425,14.29,3.96,0.0,-2.48,869.7,91,22,3,-0.0273,3.8549,bb_bounce_a5c89c28,USDJPY,M1,bb_bounce,mean_reversion,A×3.0,A×1.0,newyork,True,False,False,,120,14.5,0.0,0,-0.75,35,-1.74,56
0.796,39.04,8.23,0.01,-7.47,129.9,1086,11,8,-0.0069,1.2428,bb_bounce_0162e8de,USDJPY,M1,bb_bounce,mean_reversion,20p,10p,london,True,False,True,fixed,0,2.2,0.18,240,-7.66,846,0.0,0
0.8461,35.4,4.73,0.0,-2.57,342.1,339,15,6,-0.0076,1.5441,hilo_break_8ec48075,USDJPY,M1,hilo_break,breakout,A×3.0,A×1.0,newyork,False,False,True,atr_mult,60,5.7,0.0,0,-1.14,114,-1.44,225
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_d5aa4feb,USDJPY,M1,atr_break,breakout,A×4.0,A×1.0,london,True,False,True,fixed,60,0.0,0.0,0,0.0,0,0.0,0
0.7289,36.24,3.82,0.0,-3.56,392.5,218,9,5,-0.0163,1.2825,hilo_break_66b4d157,USDJPY,M1,hilo_break,breakout,A×5.0,A×1.5,newyork,True,False,True,atr_mult,120,6.5,0.0,0,-1.32,70,-2.24,148
0.7593,40.85,1.07,0.0,-1.01,92.1,142,7,4,-0.0071,1.0996,bb_bounce_0da50eda,USDJPY,M1,bb_bounce,mean_reversion,15p,7p,london,True,True,True,fixed,30,1.5,-0.13,25,-0.88,117,0.0,0
0.6966,42.55,4.97,0.0,-4.77,328.5,282,10,6,-0.0169,0.9405,hilo_break_c912a535,USDJPY,M1,hilo_break,breakout,A×3.0,A×1.5,newyork,True,True,True,atr_mult,0,5.5,0.0,0,-1.84,89,-2.94,193
0.9021,39.59,4.53,0.0,-3.5,163.2,1028,11,7,-0.0034,1.3764,bb_bounce_80772557,USDJPY,M1,bb_bounce,mean_reversion,A×3.0,A×0.7,london,True,True,True,atr_mult,0,2.7,-0.46,225,-3.04,803,0.0,0
0.7307,46.75,2.68,0.0,-1.93,194.9,169,5,8,-0.0114,0.8324,donchian_break_82b138ea,USDJPY,M1,donchian_break,breakout,A×2.0,A×1.0,newyork,True,True,True,atr_mult,60,3.2,0.0,0,-0.65,58,-1.28,111
0.6365,37.93,4.27,0.0,-4.1,126.2,319,13,9,-0.0129,1.0416,donchian_break_25f3df9e,USDJPY,M1,donchian_break,breakout,A×3.0,A×0.7,london,False,True,True,fixed,60,2.1,-0.7,61,-3.41,258,0.0,0
0.7305,52.43,4.42,0.0,-4.3,226.7,370,7,11,-0.0116,0.6627,donchian_break_fb8115a7,USDJPY,M1,donchian_break,breakout,A×4.0,A×1.5,newyork,False,False,True,fixed,120,3.8,0.0,0,-2.64,126,-1.66,244
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_ae3a01fc,USDJPY,M1,atr_break,breakout,A×5.0,A×1.5,london,False,True,True,atr_mult,60,0.0,0.0,0,0.0,0,0.0,0
0.8151,40.5,1.64,0.0,-1.49,171.8,242,8,8,-0.0062,1.1977,donchian_break_012c8fa5,USDJPY,M1,donchian_break,breakout,A×3.0,A×0.7,newyork,True,True,True,atr_mult,30,2.9,0.0,0,-0.98,75,-0.51,167
0.6298,46.91,3.47,0.0,-3.32,211.5,194,10,4,-0.0171,0.7129,hilo_break_1389711c,USDJPY,M1,hilo_break,breakout,A×4.0,A×1.5,london,True,True,True,fixed,60,3.5,0.18,39,-3.5,155,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_ad672b79,USDJPY,M1,atr_break,breakout,A×2.0,A×1.0,london,False,False,False,,30,0.0,0.0,0,0.0,0,0.0,0
0.7196,40.08,42.19,0.04,-41.99,82.1,5372,17,9,-0.0078,1.0759,wick_reversal_71932ab9,USDJPY,M1,wick_reversal,mean_reversion,15p,5p,london,False,True,True,fixed,120,1.4,-8.03,1195,-33.95,4177,0.0,0
0.7678,48.42,2.28,0.0,-2.0,274.7,190,5,6,-0.0105,0.8178,donchian_break_c79512f6,USDJPY,M1,donchian_break,breakout,A×4.0,A×1.5,newyork,True,False,True,atr_mult,60,4.6,0.0,0,-0.56,66,-1.44,124
0.9376,57.64,5.82,0.01,-3.61,347.5,1256,12,10,-0.0029,0.689,wick_reversal_dd0273f1,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.5,newyork,True,True,True,atr_mult,60,5.8,0.0,0,-3.05,417,-0.56,839
0.6043,38.51,2.48,0.0,-2.42,115.9,174,7,5,-0.0139,0.965,donchian_break_b5fb8084,USDJPY,M1,donchian_break,breakout,A×3.0,A×0.7,newyork,True,False,True,fixed,60,1.9,0.0,0,-1.24,61,-1.18,113
0.9348,49.65,6.56,0.01,-3.81,323.0,1293,8,12,-0.0029,0.948,wick_reversal_bef0a642,USDJPY,M1,wick_reversal,mean_reversion,A×5.0,A×1.5,newyork,True,True,True,atr_mult,0,5.4,0.0,0,-0.86,433,-2.95,860
0.9057,35.77,8.17,0.01,-6.67,298.7,1574,17,6,-0.0042,1.6264,wick_reversal_1edffecc,USDJPY,M1,wick_reversal,mean_reversion,A×4.0,A×1.0,newyork,True,False,True,atr_mult,0,5.0,0.0,0,-2.65,538,-4.02,1036
0.6633,43.23,2.65,0.0,-2.41,236.1,155,9,4,-0.0156,0.8712,donchian_break_f092cfcd,USDJPY,M1,donchian_break,breakout,A×4.0,A×1.5,london,True,True,True,fixed,0,3.9,-0.35,30,-2.06,125,0.0,0
0.7221,45.16,0.6,0.0,-0.38,249.7,31,5,6,-0.0122,0.8768,hilo_break_0beaef58,USDJPY,M1,hilo_break,breakout,A×3.0,A×1.5,london,True,True,True,atr_mult,120,4.2,-0.36,6,-0.02,25,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_600005ce,USDJPY,M1,atr_break,breakout,20p,10p,london,True,True,True,atr_mult,120,0.0,0.0,0,0.0,0,0.0,0
0.7303,37.64,6.89,0.01,-6.69,85.7,882,16,6,-0.0076,1.2098,bb_bounce_534580c2,USDJPY,M1,bb_bounce,mean_reversion,15p,5p,london,False,True,True,atr_mult,120,1.4,-1.69,187,-4.99,695,0.0,0
0.7205,38.17,19.14,0.02,-19.04,124.0,2004,10,6,-0.0095,1.167,wick_reversal_ecb54401,USDJPY,M1,wick_reversal,mean_reversion,A×2.0,A×0.7,london,True,True,True,fixed,30,2.1,-5.08,467,-13.96,1537,0.0,0
0.859,51.19,7.69,0.01,-5.33,260.3,881,8,9,-0.006,0.819,bb_bounce_9cfec3b1,USDJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.5,newyork,True,True,True,atr_mult,60,4.3,0.0,0,-0.89,302,-4.44,579
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_f4bf437d,USDJPY,M1,atr_break,breakout,20p,10p,newyork,True,True,True,fixed,30,0.0,0.0,0,0.0,0,0.0,0
0.9219,52.62,6.66,0.01,-4.44,292.7,1279,8,7,-0.0035,0.8301,wick_reversal_bb928b41,USDJPY,M1,wick_reversal,mean_reversion,A×4.0,A×1.5,london,True,True,True,atr_mult,120,4.9,-1.57,282,-2.87,997,0.0,0
0.8127,45.9,23.54,0.02,-23.39,170.8,3353,15,10,-0.007,0.958,wick_reversal_bbd6dd79,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.0,newyork,False,False,True,fixed,0,2.8,0.0,0,-9.5,1121,-13.89,2232
0.7878,23.67,4.17,0.0,-3.96,234.9,414,13,4,-0.0096,2.5403,donchian_break_fbd5c05d,USDJPY,M1,donchian_break,breakout,A×2.0,A×0.7,newyork,True,False,True,atr_mult,120,3.9,0.0,0,-0.51,132,-3.45,282
0.8076,53.41,13.67,0.01,-12.63,231.1,1612,9,17,-0.0078,0.7044,bb_bounce_1b8432b2,USDJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.5,newyork,False,True,True,fixed,60,3.9,0.0,0,-4.32,545,-8.31,1067
0.7776,34.38,27.56,0.03,-26.91,157.8,3293,13,6,-0.0082,1.4844,wick_reversal_7c2fbe4e,USDJPY,M1,wick_reversal,mean_reversion,20p,10p,london,False,False,True,atr_mult,120,2.6,-3.09,727,-23.81,2566,0.0,0
0.6143,43.14,1.34,0.0,-1.29,285.9,51,6,3,-0.0254,0.8097,hilo_break_ebde92e8,USDJPY,M1,hilo_break,breakout,A×3.0,A×1.5,london,True,True,True,atr_mult,0,4.8,-0.48,8,-0.82,43,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_90db6c79,USDJPY,M1,atr_break,breakout,15p,7p,newyork,True,True,True,atr_mult,30,0.0,0.0,0,0.0,0,0.0,0
0.0,0.0,0.03,0.0,-0.03,120.0,1,1,0,-0.028,0.0,atr_break_07192ec1,USDJPY,M1,atr_break,breakout,15p,15p,london,False,True,True,fixed,120,2.0,0.0,0,-0.03,1,0.0,0
0.7698,28.83,1.88,0.0,-1.35,413.0,111,12,4,-0.0122,1.9005,bb_bounce_b24e4518,USDJPY,M1,bb_bounce,mean_reversion,A×2.5,A×1.0,london,True,False,True,atr_mult,120,6.9,0.5,27,-1.86,84,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_b3226df5,USDJPY,M1,atr_break,breakout,A×2.0,A×1.0,london,True,False,True,fixed,30,0.0,0.0,0,0.0,0,0.0,0
0.838,30.18,3.66,0.0,-2.97,188.4,444,13,4,-0.0067,1.9387,donchian_break_94edde73,USDJPY,M1,donchian_break,breakout,20p,10p,newyork,False,False,True,atr_mult,60,3.1,0.0,0,-1.82,142,-1.15,302
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,wick_reversal_724a5f56,USDJPY,M1,wick_reversal,mean_reversion,20p,10p,london,False,True,True,atr_mult,0,0.0,0.0,0,0.0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_4c47efa3,USDJPY,M1,atr_break,breakout,20p,10p,newyork,True,False,True,fixed,60,0.0,0.0,0,0.0,0,0.0,0
0.6235,42.14,4.97,0.0,-4.89,172.6,318,6,7,-0.0154,0.8561,donchian_break_ad421093,USDJPY,M1,donchian_break,breakout,A×4.0,A×1.0,newyork,False,False,True,fixed,120,2.9,0.0,0,-2.48,109,-2.42,209
0.7195,53.81,6.46,0.01,-6.16,331.4,420,6,9,-0.0147,0.6176,hilo_break_17a4e0a6,USDJPY,M1,hilo_break,breakout,A×3.0,A×1.5,london,True,True,True,atr_mult,120,5.5,-1.48,86,-4.68,334,0.0,0
0.7422,37.65,30.4,0.03,-29.72,172.8,3100,15,9,-0.0096,1.2293,wick_reversal_25281395,USDJPY,M1,wick_reversal,mean_reversion,A×3.0,A×0.7,newyork,False,True,True,atr_mult,120,2.9,0.0,0,-7.99,1031,-21.73,2069
0.7566,48.78,1.01,0.0,-0.34,219.5,41,8,5,-0.0083,0.7944,atr_break_379de824,USDJPY,M1,atr_break,breakout,A×4.0,A×1.5,newyork,True,False,True,fixed,120,3.7,0.0,0,-0.1,13,-0.24,28
0.8457,44.9,13.63,0.01,-12.13,202.2,1902,13,9,-0.0064,1.0378,wick_reversal_3645dd05,USDJPY,M1,wick_reversal,mean_reversion,A×2.0,A×1.0,newyork,True,True,False,,0,3.4,0.0,0,-6.8,637,-5.33,1265
0.6067,50.44,5.57,0.01,-5.21,404.3,226,7,8,-0.0231,0.5961,donchian_break_5d872e88,USDJPY,M1,donchian_break,breakout,A×5.0,A×1.5,newyork,True,True,True,atr_mult,120,6.7,0.0,0,-1.1,71,-4.11,155
0.8207,44.4,3.9,0.0,-3.28,166.4,464,12,8,-0.0071,1.0279,bb_bounce_6ac95513,USDJPY,M1,bb_bounce,mean_reversion,A×2.0,A×1.0,newyork,True,False,True,fixed,30,2.8,0.0,0,0.04,160,-3.32,304
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,wick_reversal_0e0bf648,USDJPY,M1,wick_reversal,mean_reversion,A×2.0,A×0.7,london,True,True,False,,120,0.0,0.0,0,0.0,0,0.0,0
0.9426,41.86,0.3,0.0,-0.08,139.5,43,5,3,-0.0018,1.3092,atr_break_6ce8be37,USDJPY,M1,atr_break,breakout,A×3.0,A×1.0,newyork,True,True,True,fixed,30,2.3,0.0,0,0.29,10,-0.37,33
0.706,32.21,3.09,0.0,-1.72,156.6,149,14,5,-0.0115,1.4856,wick_reversal_e4d510e9,USDJPY,M1,wick_reversal,mean_reversion,A×2.0,A×0.7,london,False,False,True,atr_mult,30,2.6,-0.87,41,-0.85,108,0.0,0
