pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,category,rsi_period,oversold,overbought,tp_type,sl_type,session_filter,has_htf_filter,has_vola_filter,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork
0.3152,17.57,6.75,0.01,-6.75,2065.5,148,20,3,-0.0456,1.4792,rsi_reversal_519d5493,USDJPY,M5,mean_reversion,14,32,68,atr_mult,fixed,london,False,True,True,120,34.4,-1.52,-5.23,0.0,24,124,0
2.0332,66.67,0.31,0.0,0.62,15500.0,6,1,4,0.1038,1.0166,rsi_reversal_36a9d345,USDJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,london,True,False,True,240,258.3,0.1,0.53,0.0,3,3,0
0.8389,26.92,1.64,0.0,-0.55,9369.2,26,7,2,-0.0211,2.2769,rsi_reversal_40288e8f,USDJPY,M5,mean_reversion,14,25,75,fixed,atr_mult,newyork,False,False,False,0,156.2,0.0,-0.39,-0.16,0,12,14
0.8687,66.67,1.26,0.0,-0.3,7114.3,21,3,6,-0.0143,0.4343,rsi_reversal_f8c096fe,USDJPY,M5,mean_reversion,14,25,75,atr_mult,atr_mult,newyork,False,True,False,240,118.6,0.0,-0.32,0.02,0,10,11
0.7041,48.39,3.88,0.0,-2.78,9595.2,62,6,6,-0.0449,0.7511,rsi_reversal_ecfeeede,USDJPY,M5,mean_reversion,18,35,65,atr_mult,atr_mult,london,False,True,False,60,159.9,-1.13,-1.66,0.0,13,49,0
1.1813,56.52,0.95,0.0,0.53,10591.3,23,4,3,0.0231,0.9087,rsi_reversal_0d828371,USDJPY,M5,mean_reversion,14,25,75,atr_mult,fixed,london,False,True,False,120,176.5,-0.54,1.08,0.0,7,16,0
0.2719,13.33,0.71,0.0,-0.71,1100.0,15,8,2,-0.0471,1.7673,rsi_reversal_dc725157,USDJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,60,18.3,-0.43,0.07,-0.35,7,2,6
1.1225,25.0,0.35,0.0,0.04,4275.0,4,3,1,0.0108,3.3675,rsi_reversal_0feeb3fe,USDJPY,M5,mean_reversion,21,32,68,fixed,atr_mult,newyork,True,False,True,60,71.2,0.0,-0.2,0.24,0,1,3
0.5631,60.29,17.11,0.02,-16.94,1987.4,554,6,9,-0.0306,0.3709,rsi_reversal_7b07bc10,USDJPY,M5,mean_reversion,7,30,70,fixed,atr_mult,all,False,True,True,0,33.1,-6.94,-5.33,-4.67,212,170,172
1.092,58.0,1.6,0.0,0.52,7962.0,50,6,5,0.0104,0.7908,rsi_reversal_3b6d57d1,USDJPY,M5,mean_reversion,18,30,70,fixed,atr_mult,london_ny,False,True,False,60,132.7,-0.17,0.78,-0.09,9,26,15
0.3285,17.65,2.14,0.0,-1.72,8770.6,17,9,2,-0.101,1.533,rsi_reversal_5d68ec8b,USDJPY,M5,mean_reversion,14,20,80,atr_mult,atr_mult,all,False,True,True,240,146.2,-0.37,-0.44,-0.9,9,3,5
0.2948,9.52,1.04,0.0,-1.04,1771.4,21,10,1,-0.0493,2.8002,rsi_reversal_d3f8ed23,USDJPY,M5,mean_reversion,7,20,80,fixed,fixed,newyork,True,False,True,0,29.5,0.0,-0.58,-0.45,0,8,13
1.3128,63.64,0.61,0.0,0.31,13309.1,11,2,4,0.0281,0.7501,rsi_reversal_13d4aeb4,USDJPY,M5,mean_reversion,7,20,80,fixed,fixed,tokyo,True,False,True,0,221.8,0.31,0.0,0.0,11,0,0
0.9503,40.79,1.67,0.0,-0.41,5684.2,76,6,6,-0.0054,1.3795,rsi_reversal_f7da6f6b,USDJPY,M5,mean_reversion,7,25,75,atr_mult,fixed,all,True,True,True,0,94.7,-2.1,0.07,1.62,31,20,25
0.9342,45.13,2.1,0.0,-0.62,4999.1,113,8,5,-0.0055,1.1357,rsi_reversal_ff48c115,USDJPY,M5,mean_reversion,7,25,75,fixed,fixed,newyork,False,True,True,60,83.3,0.0,-1.3,0.68,0,50,63
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_e012d1b7,USDJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,True,60,0.0,0.0,0.0,0.0,0,0,0
0.8354,29.51,3.4,0.0,-2.42,7040.2,122,10,4,-0.0198,1.9956,rsi_reversal_27b5e374,USDJPY,M5,mean_reversion,7,30,70,fixed,fixed,newyork,False,True,False,60,117.3,0.0,-0.9,-1.52,0,59,63
0.5065,45.64,8.64,0.01,-8.52,1166.6,287,8,10,-0.0297,0.6031,rsi_reversal_b501e0e1,USDJPY,M5,mean_reversion,7,30,70,fixed,atr_mult,tokyo,False,False,True,240,19.4,-8.52,0.0,0.0,287,0,0
0.7778,27.78,0.75,0.0,-0.32,2450.0,18,6,2,-0.018,2.0222,rsi_reversal_59182b3a,USDJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,all,True,True,False,0,40.8,-0.34,0.12,-0.1,9,5,4
0.6302,30.3,2.25,0.0,-1.79,2200.0,66,13,3,-0.0272,1.4494,rsi_reversal_8a171d7d,USDJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,tokyo,False,True,True,60,36.7,-1.79,0.0,0.0,66,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_041f8989,USDJPY,M5,mean_reversion,21,25,75,atr_mult,atr_mult,all,True,True,True,120,0.0,0.0,0.0,0.0,0,0,0
0.6338,40.59,1.77,0.0,-1.77,751.5,101,10,8,-0.0175,0.9275,rsi_reversal_91d86554,USDJPY,M5,mean_reversion,7,20,80,fixed,fixed,newyork,False,True,False,60,12.5,0.0,-0.99,-0.78,0,46,55
0.6483,35.14,1.54,0.0,-0.9,2473.0,37,8,3,-0.0243,1.1968,rsi_reversal_91fd0ad1,USDJPY,M5,mean_reversion,18,25,75,atr_mult,atr_mult,all,False,True,True,240,41.2,-0.88,0.36,-0.38,18,8,11
0.7905,36.62,4.95,0.0,-3.58,6090.8,142,12,4,-0.0252,1.3681,rsi_reversal_d227fedd,USDJPY,M5,mean_reversion,10,28,72,atr_mult,atr_mult,london_ny,False,True,True,0,101.5,-0.19,-2.74,-0.65,19,69,54
1.1481,52.38,1.0,0.0,0.43,5385.7,42,6,8,0.0102,1.0437,rsi_reversal_a865b9c9,USDJPY,M5,mean_reversion,7,25,75,atr_mult,fixed,newyork,True,False,True,60,89.8,0.0,-0.89,1.32,0,13,29
0.8531,46.02,3.46,0.0,-3.01,5462.4,226,13,6,-0.0133,1.0007,rsi_reversal_a056ecb1,USDJPY,M5,mean_reversion,7,35,65,fixed,atr_mult,all,True,False,True,0,91.0,-5.18,0.2,1.96,87,64,75
0.5492,18.57,2.63,0.0,-2.21,1624.3,70,17,2,-0.0315,2.408,rsi_reversal_fdfb4d3e,USDJPY,M5,mean_reversion,18,30,70,fixed,fixed,tokyo,False,False,False,120,27.1,-2.21,0.0,0.0,70,0,0
2.1787,75.0,0.31,0.0,0.69,9562.5,8,1,4,0.0857,0.7262,rsi_reversal_41245532,USDJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,120,159.4,0.42,0.27,0.0,4,2,2
0.4777,9.14,6.53,0.01,-6.53,2538.9,175,33,3,-0.0373,4.7468,rsi_reversal_7dabc487,USDJPY,M5,mean_reversion,7,25,75,fixed,fixed,london,False,True,False,60,42.3,-1.11,-5.42,0.0,42,133,0
0.6283,15.52,3.19,0.0,-2.01,4924.1,58,21,2,-0.0347,3.421,rsi_reversal_f4b816da,USDJPY,M5,mean_reversion,10,32,68,atr_mult,atr_mult,tokyo,True,False,False,60,82.1,-2.01,0.0,0.0,58,0,0
0.6054,21.43,2.25,0.0,-1.83,1555.7,70,16,2,-0.0262,2.2198,rsi_reversal_3fde7dba,USDJPY,M5,mean_reversion,18,30,70,atr_mult,fixed,tokyo,False,False,True,240,25.9,-1.83,0.0,0.0,70,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1291162e,USDJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,False,240,0.0,0.0,0.0,0.0,0,0,0
0.5998,25.58,5.78,0.01,-4.41,7346.5,86,23,5,-0.0513,1.7448,rsi_reversal_e4af5c24,USDJPY,M5,mean_reversion,10,28,72,fixed,fixed,london,False,True,True,0,122.4,-1.17,-3.25,0.0,20,66,0
1.0462,33.33,0.39,0.0,0.02,25000.0,3,2,1,0.006,2.0923,rsi_reversal_3265c873,USDJPY,M5,mean_reversion,21,32,68,fixed,fixed,tokyo,True,False,False,0,416.7,0.02,0.0,0.0,3,0,0
1.7103,40.0,0.29,0.0,0.38,2010.0,10,3,4,0.0385,2.5655,rsi_reversal_ee52023a,USDJPY,M5,mean_reversion,21,32,68,fixed,fixed,all,True,True,False,240,33.5,0.07,0.2,0.11,3,4,3
0.5639,33.33,0.25,0.0,-0.17,6100.0,3,1,1,-0.058,1.1278,rsi_reversal_1188e06f,USDJPY,M5,mean_reversion,18,20,80,fixed,fixed,tokyo,False,True,False,120,101.7,-0.17,0.0,0.0,3,0,0
inf,100.0,0.0,0.0,0.12,3000.0,1,0,1,0.115,0.0,rsi_reversal_14c139bd,USDJPY,M5,mean_reversion,21,32,68,atr_mult,fixed,newyork,True,False,False,120,50.0,0.0,0.0,0.12,0,0,1
inf,100.0,0.0,0.0,0.31,9750.0,2,0,2,0.155,0.0,rsi_reversal_7b31689d,USDJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,newyork,True,False,True,0,162.5,0.0,0.0,0.31,0,0,2
0.4701,54.39,4.65,0.0,-4.66,1821.1,114,5,5,-0.0408,0.3942,rsi_reversal_a82449b9,USDJPY,M5,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,30.4,-1.44,-3.21,0.0,19,95,0
0.7986,76.36,1.6,0.0,-0.76,4200.0,55,3,9,-0.0138,0.2472,rsi_reversal_c4bf3fd8,USDJPY,M5,mean_reversion,21,35,65,fixed,fixed,tokyo,False,True,False,0,70.0,-0.76,0.0,0.0,55,0,0
0.8914,40.95,1.95,0.0,-1.14,4908.6,105,8,4,-0.0109,1.2852,rsi_reversal_4dd53685,USDJPY,M5,mean_reversion,10,35,65,fixed,fixed,all,True,True,False,60,81.8,-2.65,0.32,1.19,41,24,40
0.8093,50.0,0.37,0.0,-0.1,7800.0,6,2,2,-0.0172,0.8093,rsi_reversal_c9550def,USDJPY,M5,mean_reversion,21,25,75,fixed,fixed,tokyo,False,True,True,60,130.0,-0.1,0.0,0.0,6,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_fcec14a6,USDJPY,M5,mean_reversion,14,20,80,atr_mult,atr_mult,tokyo,True,False,True,240,0.0,0.0,0.0,0.0,0,0,0
0.5602,40.4,4.62,0.0,-4.49,3557.6,99,8,4,-0.0453,0.8262,rsi_reversal_cea362ea,USDJPY,M5,mean_reversion,18,35,65,fixed,atr_mult,london,False,True,True,120,59.3,-1.17,-3.32,0.0,19,80,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_74f9af2e,USDJPY,M5,mean_reversion,18,20,80,atr_mult,fixed,london_ny,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0
0.6552,16.67,3.06,0.0,-2.87,5400.0,90,29,4,-0.0319,3.276,rsi_reversal_12f149b0,USDJPY,M5,mean_reversion,21,32,68,fixed,atr_mult,london_ny,False,True,False,60,90.0,-1.08,-0.57,-1.22,17,42,31
1.2512,51.43,1.36,0.0,1.38,17597.1,35,4,5,0.0395,1.1817,rsi_reversal_3337b0fb,USDJPY,M5,mean_reversion,7,32,68,atr_mult,fixed,london,True,False,False,240,293.3,0.18,1.21,0.0,10,25,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a895077c,USDJPY,M5,mean_reversion,18,20,80,atr_mult,atr_mult,tokyo,True,False,False,120,0.0,0.0,0.0,0.0,0,0,0
1.575,50.0,0.42,0.0,0.32,3350.0,6,2,2,0.0537,1.575,rsi_reversal_e41d0290,USDJPY,M5,mean_reversion,10,25,75,atr_mult,fixed,london_ny,True,False,True,120,55.8,0.0,0.42,-0.1,0,3,3
0.7215,33.33,4.86,0.0,-3.97,6820.5,117,11,3,-0.0339,1.4431,rsi_reversal_f4d4394b,USDJPY,M5,mean_reversion,7,28,72,atr_mult,atr_mult,tokyo,False,True,True,60,113.7,-3.97,0.0,0.0,117,0,0
0.8643,41.44,4.73,0.0,-3.08,4860.8,222,12,5,-0.0139,1.2213,rsi_reversal_365894b2,USDJPY,M5,mean_reversion,10,32,68,fixed,fixed,london_ny,False,True,False,60,81.0,-0.84,-3.23,0.99,36,102,84
0.8358,36.17,0.69,0.0,-0.4,1212.8,47,8,5,-0.0085,1.4749,rsi_reversal_fc598c45,USDJPY,M5,mean_reversion,10,30,70,atr_mult,fixed,newyork,True,False,True,0,20.2,0.0,-0.41,0.01,0,13,34
3.1485,75.0,0.3,0.0,0.65,5400.0,4,1,2,0.1628,1.0495,rsi_reversal_8eaf0095,USDJPY,M5,mean_reversion,10,25,75,atr_mult,fixed,newyork,True,False,False,60,90.0,0.0,0.35,0.3,0,1,3
0.9171,42.25,3.44,0.0,-1.07,15921.1,71,10,5,-0.015,1.2534,rsi_reversal_7d1dacdf,USDJPY,M5,mean_reversion,18,30,70,fixed,fixed,all,False,False,False,120,265.4,-0.11,-0.72,-0.23,26,24,21
1.1106,72.97,0.8,0.0,0.35,5108.1,37,2,6,0.0095,0.4113,rsi_reversal_5a528658,USDJPY,M5,mean_reversion,21,32,68,atr_mult,fixed,london,False,True,True,240,85.1,-0.25,0.61,0.0,9,28,0
0.9505,39.53,1.76,0.0,-0.23,5707.0,43,10,5,-0.0053,1.4538,rsi_reversal_ba111fd0,USDJPY,M5,mean_reversion,21,32,68,atr_mult,atr_mult,newyork,False,True,True,60,95.1,0.0,-0.46,0.24,0,19,24
1.7993,50.0,0.42,0.0,0.71,5370.0,10,2,4,0.0713,1.7993,rsi_reversal_fc6388ec,USDJPY,M5,mean_reversion,10,25,75,fixed,atr_mult,newyork,True,False,True,0,89.5,0.0,0.42,0.3,0,4,6
0.6782,36.47,3.94,0.0,-3.94,1953.5,170,9,6,-0.0232,1.1814,rsi_reversal_72c6fd76,USDJPY,M5,mean_reversion,7,30,70,atr_mult,atr_mult,all,True,True,False,120,32.6,-1.81,-2.02,-0.12,75,38,57
0.8639,56.38,3.32,0.0,-1.51,8888.3,94,3,8,-0.0161,0.6683,rsi_reversal_6b946fdf,USDJPY,M5,mean_reversion,7,30,70,fixed,fixed,london,False,False,True,240,148.1,-1.0,-0.51,0.0,29,65,0
0.5071,16.38,8.29,0.01,-8.01,1718.5,232,22,2,-0.0345,2.5888,rsi_reversal_09f0bc6f,USDJPY,M5,mean_reversion,10,28,72,fixed,fixed,london_ny,False,False,False,60,28.6,-1.12,-4.56,-2.34,27,120,85
1.601,66.67,0.33,0.0,0.37,12000.0,6,1,3,0.062,0.8005,rsi_reversal_45c5b145,USDJPY,M5,mean_reversion,14,32,68,atr_mult,atr_mult,newyork,True,False,False,60,200.0,0.0,-0.33,0.71,0,1,5
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2f3fd065,USDJPY,M5,mean_reversion,18,20,80,atr_mult,fixed,all,True,True,True,120,0.0,0.0,0.0,0.0,0,0,0
0.9289,41.27,3.28,0.0,-0.85,16252.4,63,6,5,-0.0135,1.3219,rsi_reversal_26522ae3,USDJPY,M5,mean_reversion,10,32,68,fixed,fixed,tokyo,False,True,False,0,270.9,-0.85,0.0,0.0,63,0,0
0.5874,12.61,3.84,0.0,-3.54,2797.3,111,23,2,-0.0319,4.0696,rsi_reversal_530d6697,USDJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,False,120,46.6,-3.54,0.0,0.0,111,0,0
0.8108,57.14,1.0,0.0,-0.35,6707.1,14,3,4,-0.0253,0.6081,rsi_reversal_2ded6437,USDJPY,M5,mean_reversion,14,32,68,fixed,atr_mult,newyork,True,False,False,120,111.8,0.0,-0.48,0.13,0,5,9
0.7092,62.5,3.1,0.0,-2.14,7082.8,64,7,8,-0.0335,0.4255,rsi_reversal_2f756421,USDJPY,M5,mean_reversion,14,32,68,atr_mult,fixed,london,False,False,True,120,118.0,-0.7,-1.44,0.0,13,51,0
0.9025,69.7,4.07,0.0,-2.19,5841.6,231,4,12,-0.0095,0.3924,rsi_reversal_5665ffde,USDJPY,M5,mean_reversion,7,35,65,atr_mult,fixed,london_ny,False,True,True,240,97.4,-0.08,-1.28,-0.83,43,100,88
0.6092,23.36,10.06,0.01,-9.52,1647.2,381,20,3,-0.025,1.9986,rsi_reversal_437930b1,USDJPY,M5,mean_reversion,7,35,65,atr_mult,fixed,tokyo,False,False,True,0,27.5,-9.52,0.0,0.0,381,0,0
0.541,35.48,2.02,0.0,-1.17,1587.1,31,11,3,-0.0377,0.9837,rsi_reversal_e182a9e0,USDJPY,M5,mean_reversion,10,20,80,atr_mult,atr_mult,tokyo,False,True,False,60,26.5,-1.17,0.0,0.0,31,0,0
0.7381,38.87,5.34,0.01,-5.12,1821.2,283,10,6,-0.0181,1.1609,rsi_reversal_c59d9050,USDJPY,M5,mean_reversion,14,35,65,atr_mult,atr_mult,london_ny,False,True,True,0,30.4,-0.42,-3.57,-1.13,43,139,101
0.9491,48.61,2.69,0.0,-0.53,12445.8,72,6,7,-0.0074,1.0033,rsi_reversal_9772875d,USDJPY,M5,mean_reversion,7,30,70,fixed,fixed,newyork,False,False,False,60,207.4,0.0,-2.32,1.79,0,38,34
0.683,40.0,0.48,0.0,-0.3,3870.0,10,2,3,-0.0297,1.0245,rsi_reversal_3238671d,USDJPY,M5,mean_reversion,14,30,70,fixed,atr_mult,all,True,False,True,0,64.5,0.17,0.04,-0.51,4,2,4
0.8868,33.33,0.26,0.0,-0.03,2200.0,3,2,1,-0.01,1.7736,rsi_reversal_3df00c55,USDJPY,M5,mean_reversion,21,35,65,fixed,atr_mult,newyork,True,False,False,240,36.7,0.0,0.0,-0.03,0,0,3
0.7799,56.52,1.5,0.0,-0.56,9052.2,23,4,4,-0.0243,0.5999,rsi_reversal_01924dc5,USDJPY,M5,mean_reversion,14,35,65,atr_mult,fixed,tokyo,True,False,True,240,150.9,-0.56,0.0,0.0,23,0,0
inf,100.0,0.0,0.0,0.25,8100.0,1,0,1,0.251,0.0,rsi_reversal_daee6f4e,USDJPY,M5,mean_reversion,18,32,68,fixed,fixed,london,True,False,False,120,135.0,0.0,0.25,0.0,0,1,0
1.8276,70.83,0.51,0.0,1.67,8512.5,24,1,7,0.0696,0.7526,rsi_reversal_dea8e67b,USDJPY,M5,mean_reversion,7,20,80,fixed,fixed,all,True,True,False,60,141.9,0.15,0.93,0.59,11,6,7
0.5594,14.29,0.25,0.0,-0.19,2400.0,7,3,1,-0.027,3.3566,rsi_reversal_c1d35d3e,USDJPY,M5,mean_reversion,7,20,80,atr_mult,fixed,london,True,False,False,0,40.0,0.0,-0.19,0.0,0,7,0
0.7724,43.96,5.08,0.01,-4.42,3930.4,207,8,6,-0.0214,0.9846,rsi_reversal_72b3f2b7,USDJPY,M5,mean_reversion,14,35,65,atr_mult,fixed,london_ny,False,True,True,60,65.5,-0.57,-2.62,-1.23,32,99,76
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_8ed2845e,USDJPY,M5,mean_reversion,18,20,80,fixed,atr_mult,all,True,True,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_827f00dd,USDJPY,M5,mean_reversion,21,20,80,fixed,atr_mult,newyork,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.6898,26.37,11.66,0.01,-11.08,2823.3,421,26,4,-0.0263,1.9264,rsi_reversal_4a00e7a8,USDJPY,M5,mean_reversion,7,35,65,fixed,atr_mult,london_ny,False,False,False,120,47.1,-3.22,-5.86,-2.01,73,200,148
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_399a57fd,USDJPY,M5,mean_reversion,21,20,80,fixed,atr_mult,newyork,False,True,True,0,0.0,0.0,0.0,0.0,0,0,0
inf,100.0,0.0,0.0,0.34,4800.0,2,0,2,0.1685,0.0,rsi_reversal_51620aa6,USDJPY,M5,mean_reversion,14,25,75,atr_mult,fixed,tokyo,True,False,False,0,80.0,0.34,0.0,0.0,2,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2924612b,USDJPY,M5,mean_reversion,18,20,80,fixed,fixed,tokyo,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_dc8b2d3b,USDJPY,M5,mean_reversion,14,20,80,atr_mult,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0
