pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,category,rsi_period,oversold,overbought,tp_type,sl_type,session_filter,has_htf_filter,has_vola_filter,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork
0.573,26.92,1.14,0.0,-1.08,1407.7,26,7,4,-0.0417,1.5553,rsi_reversal_59182b3a,GBPJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,all,True,True,False,0,23.5,-0.27,-0.16,-0.65,10,8,8
0.5327,36.84,3.03,0.0,-2.5,1578.9,57,7,2,-0.0439,0.9132,rsi_reversal_8a171d7d,GBPJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,tokyo,False,True,True,60,26.3,-2.5,0.0,0.0,57,0,0
0.0,0.0,0.28,0.0,-0.28,3300.0,1,1,0,-0.277,0.0,rsi_reversal_041f8989,GBPJPY,M5,mean_reversion,21,25,75,atr_mult,atr_mult,all,True,True,True,120,55.0,-0.28,0.0,0.0,1,0,0
0.3775,36.17,4.97,0.0,-4.97,419.1,141,10,6,-0.0352,0.6661,rsi_reversal_91d86554,GBPJPY,M5,mean_reversion,7,20,80,fixed,fixed,newyork,False,True,False,60,7.0,0.0,-1.88,-3.08,0,48,93
0.8205,39.58,1.78,0.0,-0.75,2406.2,48,8,3,-0.0155,1.2524,rsi_reversal_91fd0ad1,GBPJPY,M5,mean_reversion,18,25,75,atr_mult,atr_mult,all,False,True,True,240,40.1,0.22,-0.81,-0.16,16,11,21
0.742,33.75,7.46,0.01,-6.42,5160.0,160,16,4,-0.0401,1.4566,rsi_reversal_d227fedd,GBPJPY,M5,mean_reversion,10,28,72,atr_mult,atr_mult,london_ny,False,True,True,0,86.0,1.24,-2.19,-5.48,20,70,70
0.9799,36.36,2.14,0.0,-0.09,2215.9,44,6,4,-0.0021,1.7148,rsi_reversal_a865b9c9,GBPJPY,M5,mean_reversion,7,25,75,atr_mult,fixed,newyork,True,False,True,60,36.9,0.0,-0.77,0.68,0,16,28
0.7736,46.75,7.6,0.01,-6.47,3682.9,246,11,6,-0.0263,0.8812,rsi_reversal_a056ecb1,GBPJPY,M5,mean_reversion,7,35,65,fixed,atr_mult,all,True,False,True,0,61.4,-1.62,-3.17,-1.68,96,71,79
0.5252,25.0,2.6,0.0,-2.47,919.7,76,7,2,-0.0325,1.5756,rsi_reversal_fdfb4d3e,GBPJPY,M5,mean_reversion,18,30,70,fixed,fixed,tokyo,False,False,False,120,15.3,-2.47,0.0,0.0,76,0,0
1.2531,56.25,0.72,0.0,0.52,3937.5,16,2,3,0.0323,0.9746,rsi_reversal_41245532,GBPJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,120,65.6,0.23,0.92,-0.63,7,5,4
0.5131,17.48,7.92,0.01,-7.27,1453.4,206,16,2,-0.0353,2.423,rsi_reversal_7dabc487,GBPJPY,M5,mean_reversion,7,25,75,fixed,fixed,london,False,True,False,60,24.2,-1.11,-6.16,0.0,35,171,0
0.9974,21.95,1.52,0.0,-0.01,6278.0,41,10,2,-0.0003,3.5464,rsi_reversal_f4b816da,GBPJPY,M5,mean_reversion,10,32,68,atr_mult,atr_mult,tokyo,True,False,False,60,104.6,-0.01,0.0,0.0,41,0,0
0.5605,26.32,2.51,0.0,-2.31,1053.9,76,7,2,-0.0304,1.5694,rsi_reversal_3fde7dba,GBPJPY,M5,mean_reversion,18,30,70,atr_mult,fixed,tokyo,False,False,True,240,17.6,-2.31,0.0,0.0,76,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1291162e,GBPJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,False,240,0.0,0.0,0.0,0.0,0,0,0
0.9383,27.03,1.89,0.0,-0.74,3562.2,111,12,4,-0.0067,2.5335,rsi_reversal_e4af5c24,GBPJPY,M5,mean_reversion,10,28,72,fixed,fixed,london,False,True,True,0,59.4,0.59,-1.33,0.0,21,90,0
0.5806,20.0,0.58,0.0,-0.28,3060.0,5,3,1,-0.0562,2.3224,rsi_reversal_3265c873,GBPJPY,M5,mean_reversion,21,32,68,fixed,fixed,tokyo,True,False,False,0,51.0,-0.28,0.0,0.0,5,0,0
0.6559,21.74,0.79,0.0,-0.59,965.2,23,8,2,-0.0255,2.3612,rsi_reversal_ee52023a,GBPJPY,M5,mean_reversion,21,32,68,fixed,fixed,all,True,True,False,240,16.1,-0.43,0.04,-0.2,8,6,9
0.9505,50.0,0.18,0.0,-0.01,750.0,2,1,1,-0.0045,0.9505,rsi_reversal_1188e06f,GBPJPY,M5,mean_reversion,18,20,80,fixed,fixed,tokyo,False,True,False,120,12.5,-0.01,0.0,0.0,2,0,0
1.5619,50.0,0.1,0.0,0.06,1350.0,2,1,1,0.0295,1.5619,rsi_reversal_14c139bd,GBPJPY,M5,mean_reversion,21,32,68,atr_mult,fixed,newyork,True,False,False,120,22.5,0.0,0.16,-0.1,0,1,1
inf,100.0,0.0,0.0,0.41,2250.0,2,0,2,0.2025,0.0,rsi_reversal_7b31689d,GBPJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,newyork,True,False,True,0,37.5,0.0,0.16,0.24,0,1,1
0.6505,56.0,3.15,0.0,-2.95,790.0,150,8,8,-0.0197,0.5111,rsi_reversal_a82449b9,GBPJPY,M5,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,13.2,-0.05,-2.9,0.0,28,122,0
0.3924,61.73,4.69,0.0,-4.26,1355.6,81,3,5,-0.0526,0.2433,rsi_reversal_c4bf3fd8,GBPJPY,M5,mean_reversion,21,35,65,fixed,fixed,tokyo,False,True,False,0,22.6,-4.26,0.0,0.0,81,0,0
0.7002,35.81,5.47,0.01,-4.44,2136.5,148,10,5,-0.03,1.2551,rsi_reversal_4dd53685,GBPJPY,M5,mean_reversion,10,35,65,fixed,fixed,all,True,True,False,60,35.6,-0.61,-1.16,-2.67,56,50,42
0.2968,50.0,1.06,0.0,-0.82,3450.0,6,2,2,-0.1358,0.2968,rsi_reversal_c9550def,GBPJPY,M5,mean_reversion,21,25,75,fixed,fixed,tokyo,False,True,True,60,57.5,-0.82,0.0,0.0,6,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_fcec14a6,GBPJPY,M5,mean_reversion,14,20,80,atr_mult,atr_mult,tokyo,True,False,True,240,0.0,0.0,0.0,0.0,0,0,0
0.7378,52.22,3.51,0.0,-2.76,2706.7,90,7,6,-0.0307,0.675,rsi_reversal_cea362ea,GBPJPY,M5,mean_reversion,18,35,65,fixed,atr_mult,london,False,True,True,120,45.1,-0.47,-2.29,0.0,18,72,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_74f9af2e,GBPJPY,M5,mean_reversion,18,20,80,atr_mult,fixed,london_ny,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0
0.6228,19.61,5.27,0.01,-4.55,3182.4,102,14,2,-0.0446,2.5534,rsi_reversal_12f149b0,GBPJPY,M5,mean_reversion,21,32,68,fixed,atr_mult,london_ny,False,True,False,60,53.0,0.24,-1.6,-3.19,11,37,54
0.7214,29.17,5.61,0.01,-2.93,9693.8,48,7,3,-0.0611,1.7519,rsi_reversal_3337b0fb,GBPJPY,M5,mean_reversion,7,32,68,atr_mult,fixed,london,True,False,False,240,161.6,1.36,-4.29,0.0,15,33,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a895077c,GBPJPY,M5,mean_reversion,18,20,80,atr_mult,atr_mult,tokyo,True,False,False,120,0.0,0.0,0.0,0.0,0,0,0
0.7392,54.55,0.71,0.0,-0.22,2481.8,11,2,2,-0.0204,0.616,rsi_reversal_e41d0290,GBPJPY,M5,mean_reversion,10,25,75,atr_mult,fixed,london_ny,True,False,True,120,41.4,0.0,-0.38,0.16,0,6,5
0.9505,40.0,4.04,0.0,-0.76,6088.7,115,8,4,-0.0066,1.4258,rsi_reversal_f4d4394b,GBPJPY,M5,mean_reversion,7,28,72,atr_mult,atr_mult,tokyo,False,True,True,60,101.5,-0.76,0.0,0.0,115,0,0
0.6594,34.24,12.65,0.01,-11.7,1974.5,330,12,5,-0.0355,1.2662,rsi_reversal_365894b2,GBPJPY,M5,mean_reversion,10,32,68,fixed,fixed,london_ny,False,True,False,60,32.9,-0.24,-3.94,-7.52,41,156,133
0.5593,24.14,2.26,0.0,-1.84,682.8,58,13,3,-0.0318,1.7579,rsi_reversal_fc598c45,GBPJPY,M5,mean_reversion,10,30,70,atr_mult,fixed,newyork,True,False,True,0,11.4,0.0,0.11,-1.96,0,24,34
0.2912,20.0,0.87,0.0,-0.8,7140.0,5,3,1,-0.1602,1.1646,rsi_reversal_8eaf0095,GBPJPY,M5,mean_reversion,10,25,75,atr_mult,fixed,newyork,True,False,False,60,119.0,0.0,0.33,-1.13,0,1,4
0.8762,40.43,4.73,0.0,-2.18,6785.1,94,6,3,-0.0232,1.2912,rsi_reversal_7d1dacdf,GBPJPY,M5,mean_reversion,18,30,70,fixed,fixed,all,False,False,False,120,113.1,-0.75,-1.69,0.26,33,27,34
0.6415,51.35,2.31,0.0,-2.06,3275.7,37,4,4,-0.0558,0.6078,rsi_reversal_5a528658,GBPJPY,M5,mean_reversion,21,32,68,atr_mult,fixed,london,False,True,True,240,54.6,-0.5,-1.56,0.0,8,29,0
0.7238,36.07,3.99,0.0,-2.53,5085.2,61,7,3,-0.0414,1.2831,rsi_reversal_ba111fd0,GBPJPY,M5,mean_reversion,21,32,68,atr_mult,atr_mult,newyork,False,True,True,60,84.8,0.0,-2.22,-0.3,0,23,38
0.5495,28.57,1.96,0.0,-1.09,4092.9,14,6,2,-0.078,1.3738,rsi_reversal_fc6388ec,GBPJPY,M5,mean_reversion,10,25,75,fixed,atr_mult,newyork,True,False,True,0,68.2,0.0,0.28,-1.37,0,6,8
0.7542,38.98,6.78,0.01,-4.14,1920.3,177,12,6,-0.0234,1.1805,rsi_reversal_72c6fd76,GBPJPY,M5,mean_reversion,7,30,70,atr_mult,atr_mult,all,True,True,False,120,32.0,-0.42,-1.46,-2.26,71,54,52
0.7068,52.94,7.92,0.01,-5.85,4270.6,153,4,8,-0.0382,0.6283,rsi_reversal_6b946fdf,GBPJPY,M5,mean_reversion,7,30,70,fixed,fixed,london,False,False,True,240,71.2,0.01,-5.86,0.0,45,108,0
0.5019,21.92,10.34,0.01,-9.84,835.3,292,18,3,-0.0337,1.7882,rsi_reversal_09f0bc6f,GBPJPY,M5,mean_reversion,10,28,72,fixed,fixed,london_ny,False,False,False,60,13.9,-0.21,-3.34,-6.29,23,133,136
1.0219,37.5,1.0,0.0,0.03,11437.5,8,3,1,0.0043,1.7032,rsi_reversal_45c5b145,GBPJPY,M5,mean_reversion,14,32,68,atr_mult,atr_mult,newyork,True,False,False,60,190.6,0.0,0.03,0.01,0,3,5
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2f3fd065,GBPJPY,M5,mean_reversion,18,20,80,atr_mult,fixed,all,True,True,True,120,0.0,0.0,0.0,0.0,0,0,0
1.0037,43.27,2.49,0.0,0.07,7272.1,104,6,3,0.0006,1.3159,rsi_reversal_26522ae3,GBPJPY,M5,mean_reversion,10,32,68,fixed,fixed,tokyo,False,True,False,0,121.2,0.07,0.0,0.0,104,0,0
1.1741,18.35,1.37,0.0,1.3,2212.8,109,16,2,0.012,5.2248,rsi_reversal_530d6697,GBPJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,False,120,36.9,1.3,0.0,0.0,109,0,0
0.6403,57.14,1.36,0.0,-0.87,5657.1,14,2,2,-0.0624,0.4802,rsi_reversal_2ded6437,GBPJPY,M5,mean_reversion,14,32,68,fixed,atr_mult,newyork,True,False,False,120,94.3,0.0,0.11,-0.98,0,6,8
0.6423,51.95,4.83,0.0,-4.15,3892.2,77,6,5,-0.0539,0.5941,rsi_reversal_2f756421,GBPJPY,M5,mean_reversion,14,32,68,atr_mult,fixed,london,False,False,True,120,64.9,-0.64,-3.51,0.0,15,62,0
0.8074,60.28,9.21,0.01,-8.34,3375.2,355,6,9,-0.0235,0.532,rsi_reversal_5665ffde,GBPJPY,M5,mean_reversion,7,35,65,atr_mult,fixed,london_ny,False,True,True,240,56.3,-0.01,-5.5,-2.83,59,154,142
0.7277,26.61,10.65,0.01,-7.56,1128.2,451,27,4,-0.0168,2.0072,rsi_reversal_437930b1,GBPJPY,M5,mean_reversion,7,35,65,atr_mult,fixed,tokyo,False,False,True,0,18.8,-7.56,0.0,0.0,451,0,0
0.5449,33.33,1.74,0.0,-1.42,1870.0,30,5,2,-0.0473,1.0898,rsi_reversal_e182a9e0,GBPJPY,M5,mean_reversion,10,20,80,atr_mult,atr_mult,tokyo,False,True,False,60,31.2,-1.42,0.0,0.0,30,0,0
0.6872,38.78,9.59,0.01,-8.82,1623.1,312,13,5,-0.0283,1.0847,rsi_reversal_c59d9050,GBPJPY,M5,mean_reversion,14,35,65,atr_mult,atr_mult,london_ny,False,True,True,0,27.1,0.93,-4.84,-4.91,36,142,134
0.7022,36.72,8.72,0.01,-7.43,6571.9,128,6,3,-0.058,1.2102,rsi_reversal_9772875d,GBPJPY,M5,mean_reversion,7,30,70,fixed,fixed,newyork,False,False,False,60,109.5,0.0,-6.29,-1.14,0,50,78
1.1038,58.82,0.78,0.0,0.18,2894.1,17,3,4,0.0108,0.7727,rsi_reversal_3238671d,GBPJPY,M5,mean_reversion,14,30,70,fixed,atr_mult,all,True,False,True,0,48.2,0.2,0.57,-0.59,7,5,5
1.1041,40.0,0.23,0.0,0.04,1920.0,5,2,2,0.0082,1.6561,rsi_reversal_3df00c55,GBPJPY,M5,mean_reversion,21,35,65,fixed,atr_mult,newyork,True,False,False,240,32.0,0.0,0.27,-0.23,0,3,2
1.9037,61.11,0.54,0.0,1.41,5616.7,18,2,3,0.0782,1.2115,rsi_reversal_01924dc5,GBPJPY,M5,mean_reversion,14,35,65,atr_mult,fixed,tokyo,True,False,True,240,93.6,1.41,0.0,0.0,18,0,0
inf,100.0,0.0,0.0,0.16,3600.0,1,0,1,0.158,0.0,rsi_reversal_daee6f4e,GBPJPY,M5,mean_reversion,18,32,68,fixed,fixed,london,True,False,False,120,60.0,0.0,0.16,0.0,0,1,0
0.7661,51.72,1.08,0.0,-0.97,4727.6,29,3,3,-0.0333,0.715,rsi_reversal_dea8e67b,GBPJPY,M5,mean_reversion,7,20,80,fixed,fixed,all,True,True,False,60,78.8,0.42,-0.44,-0.95,13,10,6
0.8357,16.67,0.71,0.0,-0.19,1766.7,18,11,2,-0.0104,4.1784,rsi_reversal_c1d35d3e,GBPJPY,M5,mean_reversion,7,20,80,atr_mult,fixed,london,True,False,False,0,29.4,0.31,-0.49,0.0,5,13,0
0.682,36.27,9.47,0.01,-8.78,2410.2,295,10,5,-0.0298,1.1983,rsi_reversal_72b3f2b7,GBPJPY,M5,mean_reversion,14,35,65,atr_mult,fixed,london_ny,False,True,True,60,40.2,1.21,-4.26,-5.73,33,136,126
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_8ed2845e,GBPJPY,M5,mean_reversion,18,20,80,fixed,atr_mult,all,True,True,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_827f00dd,GBPJPY,M5,mean_reversion,21,20,80,fixed,atr_mult,newyork,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.7085,35.44,16.12,0.02,-15.74,1957.0,539,15,4,-0.0292,1.2908,rsi_reversal_4a00e7a8,GBPJPY,M5,mean_reversion,7,35,65,fixed,atr_mult,london_ny,False,False,False,120,32.6,-0.99,-7.95,-6.8,81,230,228
inf,100.0,0.0,0.0,0.1,7050.0,2,0,2,0.048,0.0,rsi_reversal_399a57fd,GBPJPY,M5,mean_reversion,21,20,80,fixed,atr_mult,newyork,False,True,True,0,117.5,0.0,0.0,0.1,0,0,2
0.7368,50.0,0.43,0.0,-0.16,5550.0,4,1,1,-0.0388,0.7368,rsi_reversal_51620aa6,GBPJPY,M5,mean_reversion,14,25,75,atr_mult,fixed,tokyo,True,False,False,0,92.5,-0.16,0.0,0.0,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2924612b,GBPJPY,M5,mean_reversion,18,20,80,fixed,fixed,tokyo,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_dc8b2d3b,GBPJPY,M5,mean_reversion,14,20,80,atr_mult,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0
0.5635,22.48,34.66,0.03,-34.3,317.0,1232,21,4,-0.0278,1.9427,rsi_reversal_87642fef,USDJPY,M1,mean_reversion,7,28,72,fixed,fixed,newyork,False,True,True,240,5.3,0.0,-11.55,-22.75,0,407,825
0.9219,26.09,1.2,0.0,-0.23,373.0,46,10,3,-0.0049,2.612,rsi_reversal_98668bee,USDJPY,M1,mean_reversion,21,30,70,fixed,fixed,all,True,True,True,60,6.2,-0.63,-0.23,0.64,21,12,13
0.5109,31.25,1.43,0.0,-1.07,1023.8,16,4,2,-0.067,1.1241,rsi_reversal_08f68746,USDJPY,M1,mean_reversion,21,32,68,fixed,fixed,newyork,True,False,False,60,17.1,0.0,-0.85,-0.22,0,4,12
0.716,31.49,11.93,0.01,-10.06,1361.1,308,12,4,-0.0327,1.5574,rsi_reversal_316c4c2b,USDJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,True,60,22.7,-10.06,0.0,0.0,308,0,0
2.0831,33.33,0.17,0.0,0.37,810.0,6,2,1,0.0608,4.1662,rsi_reversal_05df4dd6,USDJPY,M1,mean_reversion,14,25,75,fixed,fixed,london,True,False,True,60,13.5,-0.06,0.42,0.0,1,5,0
0.2167,27.27,1.44,0.0,-1.32,141.8,22,8,2,-0.0601,0.5779,rsi_reversal_b50fcceb,USDJPY,M1,mean_reversion,21,28,72,fixed,fixed,all,True,True,True,0,2.4,-0.66,-0.52,-0.14,12,5,5
0.559,25.0,6.25,0.01,-5.44,1515.0,92,9,2,-0.0591,1.6771,rsi_reversal_80b5f496,USDJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,london_ny,True,False,True,240,25.2,-0.2,-4.08,-1.17,12,42,38
0.4388,34.82,51.96,0.05,-51.78,159.5,1654,14,7,-0.0313,0.8212,rsi_reversal_fb3bfe9e,USDJPY,M1,mean_reversion,10,30,70,fixed,fixed,london_ny,False,True,True,240,2.7,-4.96,-27.25,-19.58,195,788,671
0.6375,74.92,9.84,0.01,-8.86,645.3,315,3,15,-0.0281,0.2134,rsi_reversal_4c819dbe,USDJPY,M1,mean_reversion,10,32,68,fixed,atr_mult,london_ny,True,False,True,120,10.8,-0.56,-7.22,-1.07,48,141,126
0.7181,50.16,14.59,0.01,-12.69,1644.8,307,7,7,-0.0413,0.7134,rsi_reversal_c3e5abb9,USDJPY,M1,mean_reversion,10,28,72,fixed,fixed,london,False,False,True,60,27.4,1.41,-14.1,0.0,67,240,0
0.4686,58.82,1.02,0.0,-0.74,388.2,17,4,4,-0.0434,0.328,rsi_reversal_1f4663e6,USDJPY,M1,mean_reversion,14,28,72,fixed,atr_mult,tokyo,True,False,True,0,6.5,-0.74,0.0,0.0,17,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_cba164b0,USDJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,london_ny,True,False,True,60,0.0,0.0,0.0,0.0,0,0,0
0.7661,65.4,23.48,0.02,-20.74,1074.7,844,7,16,-0.0246,0.4052,rsi_reversal_3bec2b0b,USDJPY,M1,mean_reversion,10,32,68,atr_mult,atr_mult,london_ny,False,True,True,60,17.9,2.24,-18.65,-4.32,118,386,340
0.6108,23.16,22.3,0.02,-21.47,444.5,885,27,5,-0.0243,2.0259,rsi_reversal_7b6468aa,USDJPY,M1,mean_reversion,10,30,70,atr_mult,fixed,tokyo,False,True,True,60,7.4,-21.47,0.0,0.0,885,0,0
0.4295,25.0,0.72,0.0,-0.5,727.5,8,5,1,-0.0628,1.2886,rsi_reversal_d5d7e41f,USDJPY,M1,mean_reversion,18,20,80,fixed,fixed,newyork,False,False,True,0,12.1,0.0,0.18,-0.68,0,1,7
0.6496,42.23,9.93,0.01,-8.96,952.1,251,7,5,-0.0357,0.8886,rsi_reversal_7edf0392,USDJPY,M1,mean_reversion,14,32,68,atr_mult,atr_mult,all,True,True,True,240,15.9,-2.32,-4.97,-1.67,100,68,83
0.6997,54.71,14.43,0.01,-14.36,1570.4,393,7,8,-0.0365,0.5792,rsi_reversal_291ec70d,USDJPY,M1,mean_reversion,7,25,75,atr_mult,atr_mult,all,True,False,True,60,26.2,-4.91,-9.3,-0.15,145,110,138
0.7232,25.46,17.33,0.02,-16.8,1679.7,436,16,4,-0.0385,2.1173,rsi_reversal_f4868c38,USDJPY,M1,mean_reversion,7,28,72,atr_mult,atr_mult,all,True,False,False,120,28.0,-5.47,-7.21,-4.13,169,122,145
0.5174,15.79,2.11,0.0,-2.11,433.7,57,12,2,-0.037,2.7594,rsi_reversal_646424a9,USDJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,all,True,True,True,120,7.2,-1.04,-0.67,-0.4,19,18,20
0.7641,38.54,16.23,0.02,-14.77,890.3,576,10,6,-0.0256,1.2184,rsi_reversal_720ec65b,USDJPY,M1,mean_reversion,21,35,65,fixed,fixed,london_ny,False,True,True,0,14.8,0.45,-11.65,-3.57,65,286,225
0.5616,18.39,27.46,0.03,-26.75,355.5,881,34,4,-0.0304,2.4925,rsi_reversal_38445148,USDJPY,M1,mean_reversion,14,30,70,fixed,fixed,london_ny,False,True,True,120,5.9,-0.52,-17.56,-8.68,100,439,342
0.6749,40.67,10.18,0.01,-9.35,979.4,300,10,5,-0.0312,0.9847,rsi_reversal_22e6faba,USDJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,newyork,False,True,True,60,16.3,0.0,-6.7,-2.66,0,98,202
0.517,56.36,20.02,0.02,-19.44,366.8,527,9,8,-0.0369,0.4003,rsi_reversal_53bbde38,USDJPY,M1,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,6.1,-1.3,-18.14,0.0,94,433,0
inf,100.0,0.0,0.0,0.13,60.0,2,0,2,0.0635,0.0,rsi_reversal_33d1ad28,USDJPY,M1,mean_reversion,14,20,80,fixed,fixed,all,True,False,True,120,1.0,0.0,0.07,0.06,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_3af2f7a1,USDJPY,M1,mean_reversion,21,20,80,fixed,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0
0.6393,26.14,5.13,0.01,-4.79,584.7,153,12,5,-0.0313,1.8061,rsi_reversal_ef40a5f0,USDJPY,M1,mean_reversion,21,30,70,fixed,atr_mult,tokyo,False,False,False,60,9.7,-4.79,0.0,0.0,153,0,0
0.4654,35.87,16.37,0.02,-15.95,168.7,552,12,6,-0.0289,0.8321,rsi_reversal_9e93aebf,USDJPY,M1,mean_reversion,18,30,70,fixed,fixed,london_ny,False,True,True,120,2.8,-1.5,-9.22,-5.23,47,303,202
0.7,51.98,9.05,0.01,-7.23,1663.4,177,7,8,-0.0408,0.6467,rsi_reversal_43c596c9,USDJPY,M1,mean_reversion,14,28,72,atr_mult,atr_mult,london,False,True,True,120,27.7,-0.63,-6.6,0.0,34,143,0
0.4746,11.5,6.31,0.01,-6.31,862.3,113,19,2,-0.0558,3.651,rsi_reversal_72590aee,USDJPY,M1,mean_reversion,10,25,75,fixed,atr_mult,all,True,True,False,240,14.4,-2.2,-1.79,-2.32,45,32,36
0.8193,69.14,7.56,0.01,-4.38,1087.4,243,4,13,-0.018,0.3658,rsi_reversal_1239b9f7,USDJPY,M1,mean_reversion,14,30,70,atr_mult,atr_mult,tokyo,False,True,False,60,18.1,-4.38,0.0,0.0,243,0,0
0.7736,52.74,7.36,0.01,-6.26,1673.4,237,4,7,-0.0264,0.6932,rsi_reversal_d860fa38,USDJPY,M1,mean_reversion,7,32,68,atr_mult,atr_mult,newyork,True,False,True,60,27.9,0.0,-1.94,-4.31,0,81,156
0.8574,31.84,7.61,0.01,-4.69,1585.2,267,15,5,-0.0176,1.8359,rsi_reversal_5720c953,USDJPY,M1,mean_reversion,18,32,68,atr_mult,atr_mult,newyork,False,True,True,120,26.4,0.0,-6.41,1.72,0,99,168
0.0,0.0,0.21,0.0,-0.21,930.0,2,2,0,-0.103,0.0,rsi_reversal_a7dd6ee3,USDJPY,M1,mean_reversion,21,30,70,atr_mult,atr_mult,london,True,False,True,120,15.5,0.0,-0.21,0.0,0,2,0
0.5222,12.83,12.86,0.01,-12.64,611.2,343,22,2,-0.0368,3.5487,rsi_reversal_590a877a,USDJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,all,True,True,True,0,10.2,-4.79,-5.36,-2.48,131,96,116
0.5051,25.61,2.88,0.0,-2.61,230.5,82,13,4,-0.0318,1.4673,rsi_reversal_34b73b2b,USDJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,tokyo,True,False,False,240,3.8,-2.61,0.0,0.0,82,0,0
0.462,18.5,26.31,0.03,-25.9,400.1,719,21,4,-0.036,2.0355,rsi_reversal_519d5493,USDJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,london,False,True,True,120,6.7,-4.65,-21.25,0.0,135,584,0
0.3524,25.93,4.11,0.0,-4.11,2377.8,27,7,2,-0.1522,1.007,rsi_reversal_36a9d345,USDJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,london,True,False,True,240,39.6,0.02,-4.13,0.0,4,23,0
1.0089,30.77,3.09,0.0,0.15,1626.5,130,13,3,0.0012,2.27,rsi_reversal_40288e8f,USDJPY,M1,mean_reversion,14,25,75,fixed,atr_mult,newyork,False,False,False,0,27.1,0.0,-1.19,1.34,0,53,77
0.8489,68.14,3.36,0.0,-1.68,957.3,113,3,9,-0.0148,0.3969,rsi_reversal_f8c096fe,USDJPY,M1,mean_reversion,14,25,75,atr_mult,atr_mult,newyork,False,True,False,240,16.0,0.0,-2.48,0.8,0,43,70
0.6414,45.9,17.76,0.02,-15.11,1901.9,268,7,5,-0.0564,0.7561,rsi_reversal_ecfeeede,USDJPY,M1,mean_reversion,18,35,65,atr_mult,atr_mult,london,False,True,False,60,31.7,0.23,-15.34,0.0,57,211,0
0.7707,49.09,6.73,0.01,-4.06,2268.5,110,6,7,-0.0369,0.7993,rsi_reversal_0d828371,USDJPY,M1,mean_reversion,14,25,75,atr_mult,fixed,london,False,True,False,120,37.8,1.93,-5.99,0.0,17,93,0
0.448,24.53,4.26,0.0,-4.17,237.2,106,16,2,-0.0393,1.3784,rsi_reversal_dc725157,USDJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,60,4.0,-1.48,-1.79,-0.9,43,30,33
0.62,37.5,0.85,0.0,-0.58,1020.0,16,5,3,-0.0363,1.0334,rsi_reversal_0feeb3fe,USDJPY,M1,mean_reversion,21,32,68,fixed,atr_mult,newyork,True,False,True,60,17.0,0.0,-0.72,0.14,0,4,12
0.5731,59.96,83.98,0.08,-83.47,387.8,2725,7,14,-0.0306,0.3827,rsi_reversal_7b07bc10,USDJPY,M1,mean_reversion,7,30,70,fixed,atr_mult,all,False,True,True,0,6.5,-30.14,-29.03,-24.31,1020,798,907
